achúra,menudencias,menudencia,N,C,F,P
porojukaha,verdugo,verdugo,N,C,M,S
porojukaha,verdugos,verdugo,N,C,M,P
porojukaha,veneno,veneno,N,C,M,S
porojukaha,venenos,veneno,N,C,M,P
porojukáva,homicida,homicida,N,C,C,S
porojukáva,homicidas,homicida,N,C,C,P
porombokuaapy,publicación,publicación,N,C,F,S
porombokuaapy,publicaciones,publicación,N,C,F,P
porombopukaha,payasada,payasada,N,C,F,S
porombopukaha,payasadas,payasada,N,C,F,P
"porombotavyha,_porombotavyséva",embustera,embustero,N,C,F,S
"porombotavyha,_porombotavyséva",embusteras,embustero,N,C,F,P
"porombotavyha,_porombotavyséva",embustero,embustero,N,C,M,S
"porombotavyha,_porombotavyséva",embusteros,embustero,N,C,M,P
"porombotavyha,_porombotavyséva",mentirosa,mentiroso,N,C,F,S
"porombotavyha,_porombotavyséva",mentirosas,mentiroso,N,C,F,P
"porombotavyha,_porombotavyséva",mentiroso,mentiroso,N,C,M,S
"porombotavyha,_porombotavyséva",mentirosos,mentiroso,N,C,M,P
"porombotavyha,_porombotavyséva",estafador,estafador,N,C,M,S
"porombotavyha,_porombotavyséva",estafadora,estafador,N,C,F,S
"porombotavyha,_porombotavyséva",estafadoras,estafador,N,C,F,P
"porombotavyha,_porombotavyséva",estafadores,estafador,N,C,M,P
poromomba'apóva,patrón,patrón,N,C,M,S
poromomba'apóva,patrona,patrón,N,C,F,S
poromomba'apóva,patronas,patrón,N,C,F,P
poromomba'apóva,patrones,patrón,N,C,M,P
poromomba'e,respeto,respeto,N,C,M,S
poromomba'e,respetos,respeto,N,C,M,P
poromomembyha,partera,partero,N,C,F,S
pororeraháva,vehículo,vehículo,N,C,M,S
pororeraháva,vehículos,vehículo,N,C,M,P
pororo,tiroteo,tiroteo,N,C,M,S
pororo,tiroteos,tiroteo,N,C,M,P
poroñotỹha,sepulturera,sepulturero,N,C,F,S
poroñotỹha,sepultureras,sepulturero,N,C,F,P
poroñotỹha,sepulturero,sepulturero,N,C,M,S
poroñotỹha,sepultureros,sepulturero,N,C,M,P
poro'uha,estafador,estafador,N,C,M,S
poro'uha,estafadora,estafador,N,C,F,S
poro'uha,estafadoras,estafador,N,C,F,P
poro'uha,estafadores,estafador,N,C,M,P
poru,tenencia,tenencia,N,C,F,S
poru,tenencias,tenencia,N,C,F,P
poru,práctica,práctica,N,C,F,S
poru,prácticas,práctica,N,C,F,P
poru,costumbre,costumbre,N,C,F,S
poru,costumbres,costumbre,N,C,F,P
poruha,recurso,recurso,N,C,M,S
poruha,recursos,recurso,N,C,M,P
poruha,prestataria,prestatario,N,C,F,S
poruha,prestatarias,prestatario,N,C,F,P
poruha,prestatario,prestatario,N,C,M,S
poruha,prestatarios,prestatario,N,C,M,P
porukái,gobierno,gobierno,N,C,M,S
porukái,gobiernos,gobierno,N,C,M,P
porã,belleza,belleza,N,C,F,S
porã,bellezas,belleza,N,C,F,P
porãngareko,admiración,admiración,N,C,F,S
porãngareko,admiraciones,admiración,N,C,F,P
porãngareko,respeto,respeto,N,C,M,S
porãngareko,respetos,respeto,N,C,M,P
porãngareko,estima,estima,N,C,F,S
porãngareko,estimas,estima,N,C,F,P
porãngue,belleza,belleza,N,C,F,S
porãngue,bellezas,belleza,N,C,F,P
porãngue,hermosura,hermosura,N,C,F,S
porãngue,hermosuras,hermosura,N,C,F,P
pota,deseo,deseo,N,C,M,S
pota,deseos,deseo,N,C,M,P
pota,voluntad,voluntad,N,C,F,S
pota,voluntades,voluntad,N,C,F,P
pota,ambición,ambición,N,C,F,S
pota,ambiciones,ambición,N,C,F,P
pota,intención,intención,N,C,F,S
pota,intenciones,intención,N,C,F,P
pota,pasión,pasión,N,C,F,S
pota,pasiones,pasión,N,C,F,P
pota,codicia,codicia,N,C,F,S
pota,codicias,codicia,N,C,F,P
potaha,pretendienta,pretendiente,N,C,F,S
potaha,pretendientas,pretendiente,N,C,F,P
potaha,pretendiente,pretendiente,N,C,C,S
potaha,pretendientes,pretendiente,N,C,C,P
potapy,deseo,deseo,N,C,M,S
potapy,deseos,deseo,N,C,M,P
potapy,anhelo,anhelo,N,C,M,S
potapy,anhelos,anhelo,N,C,M,P
potapy,propósito,propósito,N,C,M,S
potapy,propósitos,propósito,N,C,M,P
poti,excremento,excremento,N,C,M,S
poti,excrementos,excremento,N,C,M,P
poti,deposición,deposición,N,C,F,S
poti,deposiciones,deposición,N,C,F,P
poti,cagada,cagado,N,C,F,S
poty,flor,flor,N,C,F,S
poty,flores,flor,N,C,F,P
potykuru,pimpollo,pimpollo,N,C,M,S
potykuru,pimpollos,pimpollo,N,C,M,P
potykuru,capullo,capullo,N,C,M,S
potykuru,capullos,capullo,N,C,M,P
potái,gancho,gancho,N,C,M,S
potái,ganchos,gancho,N,C,M,P
potĩngue,limpieza,limpieza,N,C,F,S
potĩngue,limpiezas,limpieza,N,C,F,P
potĩngue,pureza,pureza,N,C,F,S
potĩngue,purezas,pureza,N,C,F,P
povevúi,ratera,ratero,N,C,F,S
povevúi,rateras,ratero,N,C,F,P
povevúi,ratero,ratero,N,C,M,S
povevúi,rateros,ratero,N,C,M,P
povevúi,ladrón,ladrón,N,C,M,S
povevúi,ladrona,ladrón,N,C,F,S
povevúi,ladronas,ladrón,N,C,F,P
povevúi,ladrones,ladrón,N,C,M,P
povãha,rueca,rueca,N,C,F,S
povãha,ruecas,rueca,N,C,F,P
povãmby,hilado,hilado,N,C,M,S
povãmby,hilados,hilado,N,C,M,P
poyhu,recelo,recelo,N,C,M,S
poyhu,recelos,recelo,N,C,M,P
poyhu,cortedad,cortedad,N,C,F,S
poyhu,cortedades,cortedad,N,C,F,P
poyhu,sospecha,sospecha,N,C,F,S
poyhu,sospechas,sospecha,N,C,F,P
poyhu,recato,recato,N,C,M,S
poyhu,recatos,recato,N,C,M,P
poyhu,severidad,severidad,N,C,F,S
poyhu,severidades,severidad,N,C,F,P
poyvi,tela,tela,N,C,F,S
poyvi,telas,tela,N,C,F,P
poyvi,lienzo,lienzo,N,C,M,S
poyvi,lienzos,lienzo,N,C,M,P
po'a,suerte,suerte,N,C,F,S
po'a,suertes,suerte,N,C,F,P
po'a,fortuna,fortuna,N,C,F,S
po'a,fortunas,fortuna,N,C,F,P
po'a,dicha,dicha,N,C,F,S
po'a,dichas,dicha,N,C,F,P
po'a,prosperidad,prosperidad,N,C,F,S
po'a,prosperidades,prosperidad,N,C,F,P
po'apy,puño,puño,N,C,M,S
po'apy,puños,puño,N,C,M,P
po'areka,sorteo,sorteo,N,C,M,S
po'areka,sorteos,sorteo,N,C,M,P
po'areka,rifa,rifa,N,C,F,S
po'areka,rifas,rifa,N,C,F,P
po'a'ỹ,desgracia,desgracia,N,C,F,S
po'a'ỹ,desgracias,desgracia,N,C,F,P
po'a'ỹ,infortunio,infortunio,N,C,M,S
po'a'ỹ,infortunios,infortunio,N,C,M,P
po'a'ỹ,desventura,desventura,N,C,F,S
po'a'ỹ,desventuras,desventura,N,C,F,P
pu,sonido,sonido,N,C,M,S
pu,sonidos,sonido,N,C,M,P
pu,tañido,tañido,N,C,M,S
pu,tañidos,tañido,N,C,M,P
pu,son,son,N,C,M,S
pu,sones,son,N,C,M,P
pu,sons,son,N,C,M,P
pu,disparo,disparo,N,C,M,S
pu,disparos,disparo,N,C,M,P
pu,detonación,detonación,N,C,F,S
pu,detonaciones,detonación,N,C,F,P
pu,toque,toque,N,C,M,S
pu,toques,toque,N,C,M,P
pu,zumbido,zumbido,N,C,M,S
pu,zumbidos,zumbido,N,C,M,P
puka,risa,risa,N,C,F,S
puka,risas,risa,N,C,F,P
pukaha,hazmerreír,hazmerreír,N,C,C,S
pukaha,hazmerreíres,hazmerreír,N,C,C,P
pukapo,risotada,risotada,N,C,F,S
pukapo,risotadas,risotada,N,C,F,P
pukarã,chiste,chiste,N,C,M,S
pukarã,chistes,chiste,N,C,M,P
pukarã,humor,humor,N,C,M,S
pukarã,humores,humor,N,C,M,P
pukarã,chanza,chanza,N,C,F,S
pukarã,chanzas,chanza,N,C,F,P
pukasoro,carcajada,carcajada,N,C,F,S
pukasoro,carcajadas,carcajada,N,C,F,P
pukavy,sonrisa,sonrisa,N,C,F,S
pukavy,sonrisas,sonrisa,N,C,F,P
pukukue,largo,largo,N,C,M,S
pukukue,largos,largo,N,C,M,P
pukukue,largor,largor,N,C,M,S
pukukue,largores,largor,N,C,M,P
pukukue,longitud,longitud,N,C,F,S
pukukue,longitudes,longitud,N,C,F,P
pukukue,transcurso,transcurso,N,C,M,S
pukukue,transcursos,transcurso,N,C,M,P
punga,empacho,empacho,N,C,M,S
punga,empachos,empacho,N,C,M,P
punga,indigestión,indigestión,N,C,F,S
punga,indigestiones,indigestión,N,C,F,P
punga,diarrea,diarrea,N,C,F,S
punga,diarreas,diarrea,N,C,F,P
pupu,hervor,hervor,N,C,M,S
pupu,hervores,hervor,N,C,M,P
pupu,ebullición,ebullición,N,C,F,S
pupu,ebulliciones,ebullición,N,C,F,P
puraheiha,cantor,cantor,N,C,M,S
puraheiha,cantora,cantor,N,C,F,S
puraheiha,cantoras,cantor,N,C,F,P
puraheiha,cantores,cantor,N,C,M,P
purahéi,canto,canto,N,C,M,S
purahéi,cantos,canto,N,C,M,P
purahéi,canción,canción,N,C,F,S
purahéi,canciones,canción,N,C,F,P
puruha,sustituta,sustituto,N,C,F,S
puruha,sustitutas,sustituto,N,C,F,P
puruha,sustituto,sustituto,N,C,M,S
puruha,sustitutos,sustituto,N,C,M,P
pururũ,crujido,crujido,N,C,M,S
pururũ,crujidos,crujido,N,C,M,P
pururũ,ruido,ruido,N,C,M,S
pururũ,ruidos,ruido,N,C,M,P
puru'a,embarazo,embarazo,N,C,M,S
puru'a,embarazos,embarazo,N,C,M,P
puru'a,preñeces,preñez,N,C,F,P
puru'a,preñez,preñez,N,C,F,S
puru'ã,ombligo,ombligo,N,C,M,S
puru'ã,ombligos,ombligo,N,C,M,P
puru'ã,medio,medio,N,C,M,S
puru'ã,medios,medio,N,C,M,P
puru'ã,centro,centro,N,C,M,S
puru'ã,centros,centro,N,C,M,P
pu'aka,vigor,vigor,N,C,M,S
pu'aka,vigores,vigor,N,C,M,P
pu'akapa,omnipotencia,omnipotencia,N,C,F,S
pu'akapa,omnipotencias,omnipotencia,N,C,F,P
pu'akave,triunfo,triunfo,N,C,M,S
pu'akave,triunfos,triunfo,N,C,M,P
pu'ã,motín,motín,N,C,M,S
pu'ã,motines,motín,N,C,M,P
pu'ã,levantamiento,levantamiento,N,C,M,S
pu'ã,levantamientos,levantamiento,N,C,M,P
pu'ã,reacción,reacción,N,C,F,S
pu'ã,reacciones,reacción,N,C,F,P
py,pie,pie,N,C,M,S
py,pies,pie,N,C,M,P
pyaha,trama,trama,N,C,F,S
pyaha,tramas,trama,N,C,F,P
pyaha,tejido,tejido,N,C,M,S
pyaha,tejidos,tejido,N,C,M,P
pyahapyre,tela,tela,N,C,F,S
pyahapyre,telas,tela,N,C,F,P
pyahapyre,tejido,tejido,N,C,M,S
pyahapyre,tejidos,tejido,N,C,M,P
pyahẽ,gemido,gemido,N,C,M,S
pyahẽ,gemidos,gemido,N,C,M,P
pyahẽ,queja,queja,N,C,F,S
pyahẽ,quejas,queja,N,C,F,P
pyahẽ,quejido,quejido,N,C,M,S
pyahẽ,quejidos,quejido,N,C,M,P
pyahẽ,lamento,lamento,N,C,M,S
pyahẽ,lamentos,lamento,N,C,M,P
pyahẽ,suspiro,suspiro,N,C,M,S
pyahẽ,suspiros,suspiro,N,C,M,P
pyambu,ronquido,ronquido,N,C,M,S
pyambu,ronquidos,ronquido,N,C,M,P
pyambu,bufido,bufido,N,C,M,S
pyambu,bufidos,bufido,N,C,M,P
pyambu,bramido,bramido,N,C,M,S
pyambu,bramidos,bramido,N,C,M,P
pyandu,presentimiento,presentimiento,N,C,M,S
pyandu,presentimientos,presentimiento,N,C,M,P
pyapy,muñeca,muñeca,N,C,F,S
pyapy,muñecas,muñeca,N,C,F,P
pyapy,pulso,pulso,N,C,M,S
pyapy,pulsos,pulso,N,C,M,P
pyapẽ,zarpa,zarpa,N,C,F,S
pyapẽ,zarpas,zarpa,N,C,F,P
pyapẽ,pezuña,pezuña,N,C,F,S
pyapẽ,pezuñas,pezuña,N,C,F,P
pyapẽ,garra,garra,N,C,F,S
pyapẽ,garras,garra,N,C,F,P
pyatã,tensión,tensión,N,C,F,S
pyatã,tensiones,tensión,N,C,F,P
pyatã,fortaleza,fortaleza,N,C,F,S
pyatã,fortalezas,fortaleza,N,C,F,P
pyatĩ,espuela,espuela,N,C,F,S
pyatĩ,espuelas,espuela,N,C,F,P
pya'e,prontitud,prontitud,N,C,F,S
pya'e,prontitudes,prontitud,N,C,F,P
pya'ekue,celeridad,celeridad,N,C,F,S
pya'ekue,celeridades,celeridad,N,C,F,P
pya'ekue,prontitud,prontitud,N,C,F,S
pya'ekue,prontitudes,prontitud,N,C,F,P
pya'ekue,velocidad,velocidad,N,C,F,S
pya'ekue,velocidades,velocidad,N,C,F,P
pyenda,estribo,estribo,N,C,M,S
pyenda,estribos,estribo,N,C,M,P
pygua,abolladura,abolladura,N,C,F,S
pygua,abolladuras,abolladura,N,C,F,P
pyhare,noche,noche,N,C,F,S
pyhare,noches,noche,N,C,F,P
pyharekue,noche,noche,N,C,F,S
pyharekue,noches,noche,N,C,F,P
pyharepyte,medianoche,medianoche,N,C,F,S
pyharepyte,medianoches,medianoche,N,C,F,P
pyhareve,mañana,mañana,N,C,C,S
pyhareve,mañanas,mañana,N,C,C,P
pyharevekue,mañana,mañana,N,C,C,S
pyharevekue,mañanas,mañana,N,C,C,P
pyho,resbalón,resbalón,N,C,M,S
pyho,resbalones,resbalón,N,C,M,P
pyho,deslices,desliz,N,C,M,P
pyho,desliz,desliz,N,C,M,S
pyho,traspié,traspié,N,C,M,S
pyho,traspiés,traspié,N,C,M,P
pyhyha,mango,mango,N,C,M,S
pyhyha,mangos,mango,N,C,M,P
pyhyha,manija,manija,N,C,F,S
pyhyha,manijas,manija,N,C,F,P
pyhyha,asa,asa,N,C,F,S
pyhyha,asas,asa,N,C,F,P
pyhyha,empuñadura,empuñadura,N,C,F,S
pyhyha,empuñaduras,empuñadura,N,C,F,P
pyhyha,receptor,receptor,N,C,M,S
pyhyha,receptora,receptor,N,C,F,S
pyhyha,receptoras,receptor,N,C,F,P
pyhyha,receptores,receptor,N,C,M,P
pyhyha,tenaza,tenaza,N,C,F,S
pyhyha,asidero,asidero,N,C,M,S
pyhyha,asideros,asidero,N,C,M,P
pyhyha,tentáculo,tentáculo,N,C,M,S
pyhyha,tentáculos,tentáculo,N,C,M,P
pyjupiha,peldaño,peldaño,N,C,M,S
pyjupiha,peldaños,peldaño,N,C,M,P
pyjupiha,escalón,escalón,N,C,M,S
pyjupiha,escalones,escalón,N,C,M,P
pykasu,tórtola,tórtola,N,C,F,S
pykasu,tórtolas,tórtola,N,C,F,P
pykatu,anchura,anchura,N,C,F,S
pykatu,anchuras,anchura,N,C,F,P
pyko'ẽ,cavidad,cavidad,N,C,F,S
pyko'ẽ,cavidades,cavidad,N,C,F,P
pyko'ẽ,abolladura,abolladura,N,C,F,S
pyko'ẽ,abolladuras,abolladura,N,C,F,P
pykua,alforja,alforja,N,C,F,S
pykua,alforjas,alforja,N,C,F,P
pykua,bolso,bolso,N,C,M,S
pykua,bolsos,bolso,N,C,M,P
pykuaha,grillo,grillo,N,C,M,S
pykuaha,grillos,grillo,N,C,M,P
pykue,anchura,anchura,N,C,F,S
pykue,anchuras,anchura,N,C,F,P
pykuma,tropiezo,tropiezo,N,C,M,S
pykuma,tropiezos,tropiezo,N,C,M,P
pykuma,zancadilla,zancadilla,N,C,F,S
pykuma,zancadillas,zancadilla,N,C,F,P
"pyku'i,_pyku'ipe",tórtola,tórtola,N,C,F,S
"pyku'i,_pyku'ipe",tórtolas,tórtola,N,C,F,P
pyno,ortiga,ortiga,N,C,F,S
pyno,ortigas,ortiga,N,C,F,P
pypore,pisada,pisada,N,C,F,S
pypore,pisadas,pisada,N,C,F,P
pypore,huella,huella,N,C,F,S
pypore,huellas,huella,N,C,F,P
pypore,señal,señal,N,C,F,S
pypore,señales,señal,N,C,F,P
pypore,pista,pista,N,C,F,S
pypore,pistas,pista,N,C,F,P
pyrague,espía,espía,N,C,C,S
pyrague,espías,espía,N,C,C,P
pyrague,delator,delator,N,C,M,S
pyrague,delatora,delator,N,C,F,S
pyrague,delatoras,delator,N,C,F,P
pyrague,delatores,delator,N,C,M,P
pyrague,soplón,soplón,N,C,M,S
pyrague,soplona,soplón,N,C,F,S
pyrague,soplonas,soplón,N,C,F,P
pyrague,soplones,soplón,N,C,M,P
pyrague,sabuesa,sabueso,N,C,F,S
pyrague,sabuesas,sabueso,N,C,F,P
pyrague,sabueso,sabueso,N,C,M,S
pyrague,sabuesos,sabueso,N,C,M,P
pyratĩ,espuela,espuela,N,C,F,S
pyratĩ,espuelas,espuela,N,C,F,P
pyropyta,talón,talón,N,C,M,S
pyropyta,talones,talón,N,C,M,P
pyruha,representante,representante,N,C,C,S
pyruha,representantes,representante,N,C,C,P
pyruha,lugarteniente,lugarteniente,N,C,C,S
pyruha,lugartenientes,lugarteniente,N,C,C,P
pyryrỹi,agilidad,agilidad,N,C,F,S
pyryrỹi,agilidades,agilidad,N,C,F,P
pyryrỹi,velocidad,velocidad,N,C,F,S
pyryrỹi,velocidades,velocidad,N,C,F,P
pyryrỹi,giro,giro,N,C,M,S
pyryrỹi,giros,giro,N,C,M,P
pyrũ,pisotón,pisotón,N,C,M,S
pyrũ,pisotones,pisotón,N,C,M,P
pyrũ,pisada,pisada,N,C,F,S
pyrũ,pisadas,pisada,N,C,F,P
pyrũ,pataleo,pataleo,N,C,M,S
pyrũ,pataleos,pataleo,N,C,M,P
pyrũ,paso,paso,N,C,M,S
pyrũ,pasos,paso,N,C,M,P
pyrũ,huella,huella,N,C,F,S
pyrũ,huellas,huella,N,C,F,P
pyrũvã,equivocación,equivocación,N,C,F,S
pyrũvã,equivocaciones,equivocación,N,C,F,P
pysatĩ,puntillas,puntilla,N,C,F,P
pysy,cárcel,cárcel,N,C,F,S
pysy,cárceles,cárcel,N,C,F,P
pysy,prisión,prisión,N,C,F,S
pysy,prisiones,prisión,N,C,F,P
pysyry,deslices,desliz,N,C,M,P
pysyry,desliz,desliz,N,C,M,S
pysyry,resbalón,resbalón,N,C,M,S
pysyry,resbalones,resbalón,N,C,M,P
pysyryha,deslizadero,deslizadero,N,C,M,S
pysyryha,deslizaderos,deslizadero,N,C,M,P
pysyryha,patín,patín,N,C,M,S
pysyryha,patines,patín,N,C,M,P
pysyrõ,socorro,socorro,N,C,M,S
pysyrõ,socorros,socorro,N,C,M,P
pysyrõ,redención,redención,N,C,F,S
pysyrõ,redenciones,redención,N,C,F,P
pysyrõ,rescate,rescate,N,C,M,S
pysyrõ,rescates,rescate,N,C,M,P
"pysyrõha,_pysyrohára",defensor,defensor,N,C,M,S
"pysyrõha,_pysyrohára",defensora,defensor,N,C,F,S
"pysyrõha,_pysyrohára",defensoras,defensor,N,C,F,P
"pysyrõha,_pysyrohára",defensores,defensor,N,C,M,P
"pysyrõha,_pysyrohára",salvavidas,salvavidas,N,C,M,N
"pysyrõha,_pysyrohára",redentor,redentor,N,C,M,S
"pysyrõha,_pysyrohára",redentora,redentor,N,C,F,S
"pysyrõha,_pysyrohára",redentoras,redentor,N,C,F,P
"pysyrõha,_pysyrohára",redentores,redentor,N,C,M,P
"pysyrõha,_pysyrohára",salvador,salvador,N,C,M,S
"pysyrõha,_pysyrohára",salvadora,salvador,N,C,F,S
"pysyrõha,_pysyrohára",salvadoras,salvador,N,C,F,P
"pysyrõha,_pysyrohára",salvadores,salvador,N,C,M,P
pysãpe,garra,garra,N,C,F,S
pysãpe,garras,garra,N,C,F,P
pysãpe,pezuña,pezuña,N,C,F,S
pysãpe,pezuñas,pezuña,N,C,F,P
pyta,talón,talón,N,C,M,S
pyta,talones,talón,N,C,M,P
pyta,taba,taba,N,C,F,S
pyta,tabas,taba,N,C,F,P
pyta,parada,parada,N,C,F,S
pyta,parada,parado,N,C,F,S
pyta,paradas,parada,N,C,F,P
pyta,ubicación,ubicación,N,C,F,S
pyta,ubicaciones,ubicación,N,C,F,P
pyta,paralización,paralización,N,C,F,S
pyta,paralizaciones,paralización,N,C,F,P
pyta,permanencia,permanencia,N,C,F,S
pyta,permanencias,permanencia,N,C,F,P
pytaha,parada,parada,N,C,F,S
pytaha,parada,parado,N,C,F,S
pytaha,paradas,parada,N,C,F,P
pytaha,estación,estación,N,C,F,S
pytaha,estaciones,estación,N,C,F,P
pytaha,paradero,paradero,N,C,M,S
pytaha,paraderos,paradero,N,C,M,P
pytaha,posada,posada,N,C,F,S
pytaha,posadas,posada,N,C,F,P
pytasãngue,tobillo,tobillo,N,C,M,S
pytasãngue,tobillos,tobillo,N,C,M,P
pyta'ỹ,vagancia,vagancia,N,C,F,S
pyta'ỹ,vagancias,vagancia,N,C,F,P
pyteha,bombilla,bombilla,N,C,F,S
pyteha,bombillas,bombilla,N,C,F,P
pyteha,pajita,pajita,N,C,F,S
pyteha,pajitas,pajita,N,C,F,P
pyteha,ventosa,ventosa,N,C,F,S
pyteha,ventosas,ventosa,N,C,F,P
pyteha,parásita,parásito,N,C,F,S
pyteha,parásitas,parásito,N,C,F,P
pyteha,parásito,parásito,N,C,M,S
pyteha,parásitos,parásito,N,C,M,P
pyti'a,pecho,pecho,N,C,M,S
pyti'a,pechos,pecho,N,C,M,P
pyti'a,seno,seno,N,C,M,S
pyti'a,senos,seno,N,C,M,P
pyti'a,tórax,tórax,N,C,M,N
pyti'u,tufo,tufo,N,C,M,S
pyti'u,tufos,tufo,N,C,M,P
pytu,aire,aire,N,C,M,S
pytu,aires,aire,N,C,M,P
pytu,atm,atmósfera,N,C,F,N
pytu,atmósfera,atmósfera,N,C,F,S
pytu,atmósferas,atmósfera,N,C,F,P
pytu,vaho,vaho,N,C,M,S
pytu,vahos,vaho,N,C,M,P
pytu,respiración,respiración,N,C,F,S
pytu,respiraciones,respiración,N,C,F,P
pytu,soplo,soplo,N,C,M,S
pytu,soplos,soplo,N,C,M,P
pytu,aliento,aliento,N,C,M,S
pytu,alientos,aliento,N,C,M,P
pytu,alma,alma,N,C,F,S
pytu,almas,alma,N,C,F,P
pytu,espíritu,espíritu,N,C,M,S
pytu,espíritus,espíritu,N,C,M,P
pytue,refrigerio,refrigerio,N,C,M,S
pytue,refrigerios,refrigerio,N,C,M,P
pytuho,ahogo,ahogo,N,C,M,S
pytuho,ahogos,ahogo,N,C,M,P
pytuho,atoramiento,atoramiento,N,C,M,S
pytuho,atoramientos,atoramiento,N,C,M,P
pytuho,evaporación,evaporación,N,C,F,S
pytuho,evaporaciones,evaporación,N,C,F,P
pytuho,ventilación,ventilación,N,C,F,S
pytuho,ventilaciones,ventilación,N,C,F,P
pytuhẽ,respiración,respiración,N,C,F,S
pytuhẽ,respiraciones,respiración,N,C,F,P
pytuhẽ,aliento,aliento,N,C,M,S
pytuhẽ,alientos,aliento,N,C,M,P
pytu'u,descanso,descanso,N,C,M,S
pytu'u,descansos,descanso,N,C,M,P
pytu'u,sosiego,sosiego,N,C,M,S
pytu'u,sosiegos,sosiego,N,C,M,P
pytu'u,paces,paz,N,C,F,P
pytu'u,paz,paz,N,C,F,S
pytu'u,asueto,asueto,N,C,M,S
pytu'u,asuetos,asueto,N,C,M,P
pytu'u,paro,paro,N,C,M,S
pytu'u,paros,paro,N,C,M,P
pytu'u,vacación,vacación,N,C,F,S
pytu'u,vacaciones,vacación,N,C,F,P
pytu'u,holganza,holganza,N,C,F,S
pytu'u,holganzas,holganza,N,C,F,P
pytu'u,tregua,tregua,N,C,F,S
pytu'u,treguas,tregua,N,C,F,P
pytu'u,receso,receso,N,C,M,S
pytu'u,recesos,receso,N,C,M,P
pytu'u,reposo,reposo,N,C,M,S
pytu'u,reposos,reposo,N,C,M,P
pytu'u,recreo,recreo,N,C,M,S
pytu'u,recreos,recreo,N,C,M,P
pytu'u,quietud,quietud,N,C,F,S
pytu'u,quietudes,quietud,N,C,F,P
pytyvõ,ayuda,ayuda,N,C,F,S
pytyvõ,ayudas,ayuda,N,C,F,P
pytyvõ,cooperación,cooperación,N,C,F,S
pytyvõ,cooperaciones,cooperación,N,C,F,P
pytyvõ,servicio,servicio,N,C,M,S
pytyvõ,servicios,servicio,N,C,M,P
pytyvõ,subsidio,subsidio,N,C,M,S
pytyvõ,subsidios,subsidio,N,C,M,P
pytyvõ,colaboración,colaboración,N,C,F,S
pytyvõ,colaboraciones,colaboración,N,C,F,P
pytyvõ,apoyo,apoyo,N,C,M,S
pytyvõ,apoyos,apoyo,N,C,M,P
"pytyvõha,_pytyvõhára",ayudante,ayudante,N,C,C,S
"pytyvõha,_pytyvõhára",ayudantes,ayudante,N,C,C,P
"pytyvõha,_pytyvõhára",favorecedor,favorecedor,N,C,M,S
"pytyvõha,_pytyvõhára",favorecedora,favorecedor,N,C,F,S
"pytyvõha,_pytyvõhára",favorecedoras,favorecedor,N,C,F,P
"pytyvõha,_pytyvõhára",favorecedores,favorecedor,N,C,M,P
"pytyvõha,_pytyvõhára",defensor,defensor,N,C,M,S
"pytyvõha,_pytyvõhára",defensora,defensor,N,C,F,S
"pytyvõha,_pytyvõhára",defensoras,defensor,N,C,F,P
"pytyvõha,_pytyvõhára",defensores,defensor,N,C,M,P
"pytyvõha,_pytyvõhára",auxiliar,auxiliar,N,C,C,S
"pytyvõha,_pytyvõhára",auxiliares,auxiliar,N,C,C,P
"pytyvõha,_pytyvõhára",secretaria,secretario,N,C,F,S
"pytyvõha,_pytyvõhára",secretarias,secretario,N,C,F,P
"pytyvõha,_pytyvõhára",secretario,secretario,N,C,M,S
"pytyvõha,_pytyvõhára",secretarios,secretario,N,C,M,P
"pytyvõha,_pytyvõhára",auxiliar,auxiliar,N,C,C,S
"pytyvõha,_pytyvõhára",auxiliares,auxiliar,N,C,C,P
"pytyvõha,_pytyvõhára",servidor,servidor,N,C,M,S
"pytyvõha,_pytyvõhára",servidora,servidor,N,C,F,S
"pytyvõha,_pytyvõhára",servidoras,servidor,N,C,F,P
"pytyvõha,_pytyvõhára",servidores,servidor,N,C,M,P
pytũ,oscuridad,oscuridad,N,C,F,S
pytũ,oscuridades,oscuridad,N,C,F,P
pytũ,tinieblas,tiniebla,N,C,F,P
pytũmby,crepúsculo,crepúsculo,N,C,M,S
pytũmby,crepúsculos,crepúsculo,N,C,M,P
pytũmby,anochecer,anochecer,N,C,M,S
pytũmby,anocheceres,anochecer,N,C,M,P
pytũmby,penumbra,penumbra,N,C,F,S
pytũmby,penumbras,penumbra,N,C,F,P
pytũmby,tinieblas,tiniebla,N,C,F,P
pytũmby,oscuridad,oscuridad,N,C,F,S
pytũmby,oscuridades,oscuridad,N,C,F,P
pyvoi,patada,patada,N,C,F,S
pyvoi,patadas,patada,N,C,F,P
pyvoi,puntapié,puntapié,N,C,M,S
pyvoi,puntapiés,puntapié,N,C,M,P
pyvoi,coces,coz,N,C,F,P
pyvoi,coz,coz,N,C,F,S
pyáu,ronquera,ronquera,N,C,F,S
pyáu,ronqueras,ronquera,N,C,F,P
pyñuã,tobillo,tobillo,N,C,M,S
pyñuã,tobillos,tobillo,N,C,M,P
pyñuã,talón,talón,N,C,M,S
pyñuã,talones,talón,N,C,M,P
py'a,vientre,vientre,N,C,M,S
py'a,vientres,vientre,N,C,M,P
py'a,entrañas,entraña,N,C,F,P
py'a,estómago,estómago,N,C,M,S
py'a,estómagos,estómago,N,C,M,P
py'a,corazón,corazón,N,C,M,S
py'a,corazones,corazón,N,C,M,P
py'a,ánimo,ánimo,N,C,M,S
