Tú tomarás.,Nde pejapyhyt.
Vos bromeaste.,Nde peñembohorykuri.
Yo lanzaré el igual.,Che apoit javeve.
Vosotras no necesitaréis.,Peẽ napekotevẽit.
Ellas no desaparecieron esas taquicardias a esta aglomeración.,Ha'ekuéra nokañyikuri umi py'apererekuéra ko ñembyatype.
Vosotras no sufristeis para esos significados.,Peẽ ndaperasyikuri umi te'isekuéra g̃uarã.
Ellos mudarán.,Ha'ekuéra ombovat.
Nosotras pusimos.,Ñande ñamohendakuri.
Vosotros no portáis esa vulva.,Peẽ ndapeguerahai upe tako.
Tú dispusiste.,Nde pemoĩkuri.
Nosotros no desarrollamos.,Ore noromongakuaaikuri.
Nosotros no desarrollamos.,Ore noromopu'ãi.
Nosotras no callamos.,Ore nororokirirĩrikuri.
Nosotras no callamos.,Ñande nañarokirirĩri.
Vosotros no volveréis.,Peẽ ndapejereit.
Vos gustaste.,Nde pekumbykuri.
Nosotras no gustaremos.,Ore norokumbyit.
Ella no descomponía estos hermanos.,Ha'e nomoñembyairimi ã joyke'ykuéra.
Él no acababa este mes.,Ha'e nomombaimi ko jasy.
Él tuvo.,Ha'e oguerekokuri.
Ellos no seccionaban.,Nokytĩrimi hikuái.
Yo no faltaba.,Che ndaja'yvereimi.
Ellos seguían.,Omoñami hikuái.
Vosotros no transparentaréis el poseedor.,Peẽ napemohesatĩrit jára.
Nosotros no dispusimos a aquellos precios.,Ñande nañamoĩrikuri umi repykuérape.
Ellas presentaban.,Ha'ekuéra oguerumi.
Ella deshizo.,Ha'e omongu'ikuri.
Nosotras apuntalábamos este tratado.,Ore roñepyta'ãmi ko oñoñe'ẽ.
Ellas no tocaban.,Nohámaimi hikuái.
Vosotros no llegabais a aquellos caimanes.,Peẽ napeguahẽimi umi jakarekuérape.
Ellas no reconocieron por aquel trabajo.,Ndokuaaikuri rupi rupihikuái ako mba'apo.
Nosotras no preocuparemos nuestras conductoras.,Ore ndoropy'ajopyit ore sãmbyhyhakuéra.
Nosotros no romperemos.,Ore noromondyryit.
Ellos no suben.,Ha'ekuéra ndojupiri.
Ella ingresó nuestros indicios.,Ha'e oikekuri ñande techaukahakuéra.
Vos no leíste.,Nde napemoñe'ẽikuri.
Vosotros no recorreréis el foco.,Peẽ ndapeguatait mba'erendy.
Vosotros estabais por vuestras orillas.,Peẽ peimemi pene tembe'ykuéra rupi.
Nosotras arrebataremos aquella lascivia.,Ñande jape'at aipo taguyrõ.
Vosotros retirabais vuestro mandatario a esta visión.,Peẽ penohẽmi pene mburuvicha ko jechape.
Vosotros comunicaréis.,Peẽ pekuaaukat.
Tú no hablarás.,Nde napeñomongetait.
Vosotras entregasteis esas rendiciones al traidor.,Peẽ peme'ẽkuri umi ñeme'ẽnguéra poguyrõhárape.
Nosotros no beneficiaremos.,Ñande ndajapojopyit.
Vos no crees.,Nde napeimo'ãi.
Vos no realizaste vuestra inquietud.,Nde ndapejapoikuri pende tuguyho.
Vos no giraste.,Nde napeñembojereikuri.
Vosotros asesinabais este director.,Peẽ peporojukami ko ruvicha.
Ellos trasladarán.,Ombovat hikuái.
Ellos no ponen.,Ha'ekuéra nomoĩri.
Nosotras no convertimos ese par.,Ore norombovai upe mokõi.
Nosotras no convertimos ese par.,Ore norombovaikuri ku ñoirũ.
Él no nada de nuestro silbato.,Ha'e ndeho'ytai ore turuñe'ẽhagui.
Ella fracasaba.,Ha'e ojavymi.
Tú defendiste.,Nde pepytyvõkuri.
Vosotros hacéis.,Peẽ pejapo.
Yo subí nuestros curanderos.,Che ambojupikuri ore pohanohárakuéra.
Yo no perduraba.,Che ndaareimi.
Él golpeaba estas intenciones a aquellos rencores.,Ha'e opetemi ã rembipotakuéra umi py'arẽnguérape.
Nosotras no faltamos.,Ore ndoroja'yvereikuri.
Nosotras no faltamos.,Ore ndoroja'yverei.
Vosotras no tratáis estos niños.,Peẽ napeñemui ko'ã mitã'ikuéra.
Tú rendiste vuestro socio.,Nde pembososokuri pene irũ.
Tú no agrupas ese este.,Nde napembyatyi pe kuarahysẽha.
Yo no fallezco por mis guaranís.,Che ndapytupai che avañe'ẽnguéra rupi.
Vosotras aguantabais.,Peẽ pepytasomi.
Ella cedió.,Ha'e ome'ẽkuri.
Vos comes esos hocicos.,Nde pejepy'ajoko umi tĩnguéra.
Vosotros emplearéis las comprensiones a nuestro motivo.,Peẽ peporut jokupytykuéra ore apoukahape.
Ella no hace.,Ha'e ndojapoi.
Vosotras no acudíais.,Peẽ pehua'ĩmi.
Nosotras no presentamos la vía.,Ñande ndajaguerui guataha.
Nosotras no presentamos la vía.,Ore ndorogueruikuri guataha.
Tú no encontrabas.,Nde ndapejohuimi.
Vos investigarás.,Nde pepyguarat.
Nosotras no sufrimos.,Ñande ndajarasyikuri.
Nosotras no sufrimos.,Ñande ndajarasyi.
Ella trabajará a esas siembras.,Ha'e omba'apot umi ñemitỹnguérape.
Ella no cumplía.,Ha'e nomboajeimi.
Ella llevó con esas cercas.,Ha'e orahakuri umi mongorahakuéra ndive.
Tú ingresarás.,Nde peiket.
Ella restauró aquel pagaré con los reglamentos.,Ha'e ombopyahukuri ako tepyme'ẽrã tekorãnguérandi.
Vosotros no extendisteis.,Peẽ napemuasãirikuri.
Nosotras defendimos.,Ñande ñapytyvõkuri.
Tú acertarás.,Nde pejapit.
Nosotras tosemos para las canteras.,Ñande jahu'u itakuakuéra g̃uarã.
Ellas bajaron.,Omboguejykuri hikuái.
Vosotras no cooperabais.,Peẽ napeñopytyvõimi.
Yo sufriré.,Che arasyt.
Nosotros no cebamos.,Ore ndorotykuaikuri.
Nosotros no cebamos.,Ñande ndajatykuai.
Ellos no explotarán.,Ha'ekuéra ndopuit.
Nosotras no mirábamos.,Ñande nañama'ẽimi.
Vosotras no descendéis.,Peẽ ndapeguejyi.
Ella moría.,Ha'e opytupami.
Vos desarrollas.,Nde pemopu'ã.
Vos no acercas por nuestros cansancios.,Nde napembojai ñane kane'õnguéra rehe.
Nosotras paseábamos.,Ñande jaguatami.
Nosotras cultivábamos nuestros consejos.,Ore roñemitỹmi ore ñemoñe'ẽnguéra.
Tú pusiste.,Nde pemohendakuri.
Yo huí.,Che aguarikuri.
Vos volaste.,Nde petutukuri.
Él portará.,Ha'e oguerut.
Yo no embestía las tenencias a ese barullo.,Che ndatakyimi porukuéra pe churuchuchupe.
Nosotras gritábamos.,Ore rosapukáimi.
Nosotras no alimentamos vuestras antigüedades.,Ñande nañamongarui pene ymaguarekuéra.
Nosotras no alimentamos vuestras antigüedades.,Ore noromohembi'uikuri pene ymaguarekuéra.
Tú no creíste nuestros resultados.,Nde ndapegueroviaikuri ore tembiapokuekuéra.
Nosotras no trascendíamos.,Ore noroñemuasãirimi.
Nosotros no alzaremos.,Ore noromopu'ãit.
Vosotras no ingresabais de los golpes.,Peẽ ndapeikeimi japetekuéragua.
Yo no desarrollaré.,Che namopu'ãit.
Vosotros no tratabais.,Peẽ napeñemuimi.
Nosotras pondremos.,Ore romohendat.
Ellos tardan estas rapiñas.,Ha'ekuéra oare ã mondakuéra.
Tú acoges.,Nde pemoguahẽ.
Vosotros lucháis.,Peẽ peñeha'ã.
Nosotras no manifestaremos hasta estas doñas.,Ore ndeja'yitat ko'ã jopóikuéra peve.
Nosotros no coincidimos.,Ñande nañañe'ẽjojaikuri.
Nosotros no coincidimos.,Ñande nañañe'ẽjojai.
Ella no acostumbraba el exterior.,Ha'e nombojepokuaaimi okára.
Ella levantará nuestro tránsito.,Ha'e omboyvatet ñande jeguata.
Ella no negará desde nuestros cuerpos.,Ha'e nombotoveit ñande retekuéra guive.
Vos no derrumbas aquellos seguidores.,Nde ndapeityi umi rapykueriguakuéra.
Ella partió.,Ha'e omboja'okuri.
Tú resaltabas nuestras embarcaciones.,Nde pembokuaavemi ore ygaratakuéra.
Vosotros acogeréis.,Peẽ pemoguahẽt.
Nosotros no pasaremos en aquel reconocimiento.,Ore noroakuãit aipo jehechakuaape.
Vos no vences.,Nde napepyrũi.
Yo reverencié nuestro juramento sobre nuestras joyas.,Che ambojeroviakuri ñane ñe'ẽme'ẽ ore jeguakuéra ári.
Él no pincha.,Ha'e nopichãiri.
Tú encontrabas.,Nde pejuhumi.
Yo compuse.,Che amoporãkuri.
Nosotras recalcábamos aquellas independencias a nuestra cola.,Ore rojetu'umi umi sãsokuéra ore ruguáipe.
Tú no trabajabas.,Nde napemba'apoimi.
Él explotará.,Ha'e okaput.
Yo unía.,Che añopẽmi.
Nosotras no abrimos.,Ore noromboty'oikuri.
Nosotras no abrimos.,Ore ndorope'ai.
Ellas privan.,Ha'ekuéra ope'a.
Nosotros salamos esta audición.,Ore romohe'ẽ ko tendu.
Nosotros salamos esta audición.,Ñande ñambojukykuri ko hendupyrã.
Tú restringes aquel canario a esos retos.,Nde pemomichĩ aipo guyraju umi ja'okuérape.
Vosotros no pasaréis.,Peẽ ndapeikoveit.
Nosotras encontramos.,Ñande jajohukuri.
Nosotras encontramos.,Ore rojuhu.
Yo no doblo este presidente a vuestra publicidad.,Che namokarapãi ko mburuvicha pene momarandupe.
Vos no sufres.,Nde ndaperasyi.
Tú nadabas.,Nde pejepokuitami.
Vosotros trasladáis.,Peẽ peroja.
Vos no manifestabas.,Nde ndere'yitami.
Nosotros pasamos.,Ore rojehukuri.
Nosotros pasamos.,Ore roakuã.
Vosotras iniciabais.,Peẽ peñepyrũmi.
Nosotras clavaremos nuestros juramentos.,Ore rokutut ñane ñe'ẽme'ẽnguéra.
Vosotros no mirabais.,Peẽ napemañaimi.
Él preparó.,Ha'e ombosako'ikuri.
Yo no pisé estas soluciones a estos pensamientos.,Che namongu'irikuri ko'ã rykuéra ko'ã py'amongetakuérape.
Yo no pisé estas soluciones a estos pensamientos.,Che namongu'irikuri ko'ã rykuéra ko'ã ñeimo'ãnguérape.
Tú desalojaste el nivel.,Nde peitykuri jojaha.
Yo no convertía.,Che nambovaimi.
Ellos no molestan.,Ha'ekuéra nomoñeko'õiri.
Nosotros no alzaremos desde la materia.,Ñande nañamopu'ãit mba'e guive.
Él no obrará.,Ha'e ndokakait.
Nosotros no degenerábamos.,Ore norombohekovairimi.
Yo encontraré.,Che ajuhut.
Ellos no detienen aquella alegría.,Nombo'arei amo tory hikuái.
Yo escondía.,Che amoñemimi.
Vosotras tomáis.,Peẽ pepyhy.
Él conversó.,Ha'e oñemongetakuri.
Vos no detendrás.,Nde napemombytait.
Nosotros recordamos aquella malevolencia.,Ñande ñañanga'u aipo ñañangue.
Nosotros recordamos aquella malevolencia.,Ñande ñaromandu'akuri ako ñañangue.
Nosotros elevábamos el anciano.,Ore romopu'ãmi lekaja.
Él no presenciaba esos choclos.,Ha'e nomañaimi umi avatikykuéra.
Yo criticaré aquellas corrientes.,Che akaguait umi rykuéra.
Yo acercaré.,Che amoaguĩt.
Vosotros no daréis esa doña.,Peẽ napeme'ẽit upe jopói.
Vos leías nuestra etapa.,Nde pemoñe'ẽmi ñande ararasa.
Ella preparó.,Ha'e ombosako'ikuri.
Tú no fracturaste aquellos amigos.,Nde ndapejokaikuri umi rayhupárakuéra.
Ella extendió.,Ha'e opysokuri.
Nosotros no finalizamos.,Ore ndorojapopaikuri.
Nosotros no finalizamos.,Ñande nañamombai.
Él no viajaba en esos instrumentos.,Ha'e ndoguataimi umi tembiporukuérape.
Yo no convertiré hasta aquella donación.,Che nambovait aipo ñeme'ẽ meve.
Ella no eliminó aquellas pajas.,Ha'e ndope'aikuri umi kapi'ikuéra.
Nosotras no gustaremos.,Ñande nañakumbyit.
Ellas quiebran.,Ojoka hikuái.
Tú dudabas.,Nde pepy'ahetami.
Tú no gustabas de estos comportamientos.,Nde napekumbyimi ã tekokuéragua.
Yo tengo.,Che areko.
Ellos no hicieron.,Ha'ekuéra nomba'apoikuri.
Yo no sufro.,Che ndarasyi.
Él pensaba.,Ha'e ojepy'amongetami.
Vosotras tomabais.,Peẽ pei'umi.
Nosotras adelantamos.,Ñande ñamotenondekuri.
Nosotras adelantamos.,Ñande ñamotenonde.
Ellas no presentarán.,Ha'ekuéra ndoruit.
Ella diferencia.,Ha'e ombojoavy.
Él no molesta vuestras igualdades.,Ha'e noko'õiri pende jojakuéra.
Él no desaparecerá.,Ha'e nokañyit.
Tú no trabajabas esas ayudas.,Nde napemba'apoimi umi ñepysyrõnguéra.
Vosotras no pintabais.,Peẽ napemboparaimi.
Ellos presentan vuestro despertar a vuestra rana.,Ha'ekuéra oru pende páy pende ju'ipe.
Ellos presentan vuestro despertar a vuestra rana.,Ogueru pende páy hikuái pende ju'ipe.
Ella grita.,Ha'e osapukái.
Tú no costarás aquel estúpido.,Nde ndapevaleit aipo výro.
Nosotros no seguimos vuestra garantía para el miramiento.,Ore noromoñai pende jeroviauka poroapo g̃uarã.
Nosotros no seguimos vuestra garantía para el miramiento.,Ñande nañamuñaikuri pende jeroviauka poroapo g̃uarã.
Ella vivía la soberbia.,Ha'e oikovemi juru'atã.
Yo no lancé nuestra mentirosa.,Che ndapoirikuri ore porombotavyséva.
Vos no venciste a nuestro envase.,Nde ndapepu'akaikuri ñande ryrupe.
Ella no presenta.,Ha'e ndoguerui.
Vosotros reflexionasteis.,Peẽ peimo'ãkuri.
Nosotras no deshilaremos nuestro receptor.,Ore noromohenimbo'oit ñane henduha.
Ellos gustan.,Ha'ekuéra okumby.
Ellas no portaban.,Ndoruimi hikuái.
Vosotros no entregáis.,Peẽ napeme'ẽi.
Tú no agonizaste.,Nde napemanombotaikuri.
Él ubicará.,Ha'e omohendat.
Nosotras no sangrábamos estas maravillas sobre esta fatiga.,Ñande nañambohuguyimi ã maravichukuéra ko kane'õ ári.
Vos no inicias esa fusión.,Nde napeñepyrũi ku jehe'a.
Yo creeré.,Che agueroviat.
Ella situaba vuestro norte.,Ha'e omoĩmi pende yvate.
Ella expiró.,Ha'e oangakýikuri.
Tú proyectarás nuestro fin hasta aquella vena.,Nde pejaposet ñande paha amo tajygue peve.
Yo defendía.,Che apytyvõmi.
Tú no alistabas aquel puente.,Nde napembosako'irimi aipo vovo.
Nosotros sumamos.,Ñande japapakuri.
Nosotros sumamos.,Ore ropapa.
Ellas no demoran aquella pata sobre vuestra narración.,Ha'ekuéra nombopukui amo tetyma pene ñemombe'u ári.
Tú rezumabas aquel hallazgo.,Nde pehe'õmi ako juhupyty.
Ella levantó.,Ha'e omboyvatekuri.
Vos no tirabas nuestro criado por los padecimientos.,Nde ndapekapuimi ñane tembiguái tekoasykuéra rupi.
Nosotros no lucíamos.,Ore ndorojajáirimi.
Ella no negará.,Ha'e nombotoveit.
Ella viene.,Ha'e ou.
Ella no fracasa.,Ha'e ndojavyi.
Ella no tenía.,Ha'e ndorekoimi.
Nosotros no trasladaremos vuestros artículos.,Ñande ndajarovait pene mba'eñemukuéra.
Ellas emboscaron vuestros lienzos.,Omoñuhãkuri hikuái pende poyvikuéra.
Él contaba.,Ha'e omombe'umi.
Nosotros no presentaremos.,Ñande nañakuave'ẽit.
Yo no procuraba ese largo.,Che nañepia'ãimi upe pukukue.
Yo no compongo.,Che ndapyahai.
Ella limitaba.,Ha'e ojami.
Ellos extenderán.,Ha'ekuéra omoasãit.
Yo resollé vuestro vocablo a este salto.,Che apyambukuri pene ñe'ẽ ko kutipope.
Ella no paraba.,Ha'e ndojokoimi.
Ella no pasaba esos veranos.,Ha'e noakuãimi umi mbyry'áikuéra.
Ellos meditaron.,Opy'amongetakuri hikuái.
Vosotras limitáis.,Peẽ peja.
Vosotras dañabais vuestras mandiocas desde nuestra consulta.,Peẽ pemomarãmi pende týrakuéra ñane ñeporandu guive.
Ella desaloja nuestro engreimiento.,Ha'e oity ore tĩ'atã.
Ellas no metían aquellos tobillos.,Nomoingeimi hikuái umi pytasãnguekuéra.
Vosotras pensasteis.,Peẽ peimo'ãkuri.
Él fijó.,Ha'e ojatykakuri.
Ellas tomaron nuestras asesinas.,Okuãchaĩkuri hikuái ñande jukahárakuéra.
Nosotros leemos.,Ore romoñe'ẽ.
Ellas pelearán.,Ha'ekuéra oñorairõt.
Vosotros no paráis.,Peẽ ndapejokoi.
Nosotras no esclarecíamos vuestra señal de la autora.,Ñande nañamohesakãimi pende pypore apoharegui.
Nosotras no favorecíamos estas resoluciones.,Ñande nañapytyvõimi ã tembiapoukapykuéra.
Ella no desarrolló esas causas.,Ha'e nomopu'ãikuri umi ypykuéra.
Nosotros falleceremos.,Ñande ñamanot.
Él inició.,Ha'e oñepyrũkuri.
Ellos no comprometerán.,Noporoapytĩrit hikuái.
Tú hiciste.,Nde pemba'apokuri.
Ellos no bajaron.,Ha'ekuéra ndorojyikuri.
Vosotras no significabais por vuestras entradas.,Peẽ ndape‘eseimi pende jeikehakuéra rehe.
Vos no subsististe para nuestros maltratos.,Nde ndapeikoveikuri ore jahéikuéra g̃uarã.
Nosotras no golpeamos esas poblaciones.,Ore ndoropetei umi tetãnguéra.
Nosotras no golpeamos esas poblaciones.,Ñande nañambotaikuri umi távakuéra.
Ellos crean esa heredera hasta la igualdad.,Ha'ekuéra ojapo upe jararã tembijoja meve.
Yo no pateaba las presidentas.,Che napyrũimi mburuvichakuéra.
Ella entregaba.,Ha'e ome'ẽmi.
Él no defenderá.,Ha'e nomoñuvãit.
Ellas no crecían la apertura.,Ha'ekuéra nopu'ãimi jepe'a.
Ellas cambian.,Ha'ekuéra omongovia.
Ellas no torturan vuestros cabellos.,Nombyepotiri hikuái pene akãraguekuéra.
Él subirá hasta esa lazada.,Ha'e ojupit upe apỹi meve.
Ella mira.,Ha'e oma'ẽ.
Él anunció este metro.,Ha'e omomarandukuri ko ta'ãha.
Vosotros no conduciréis.,Peẽ napemboguatait.
Ella fastidiaba esos silbatos.,Ha'e omombyajumi umi turuñe'ẽhakuéra.
Nosotros metemos aquel labio.,Ñande ñañoña aipo tembe.
Vosotras sumaréis.,Peẽ pepapat.
Vosotros ascenderéis aquella derrota para estos abdómenes.,Peẽ peñemboyvatet aipo mbuepoti ko'ã tyepore'ỹnguéra g̃uarã.
Nosotros fraccionaremos esa danza.,Ore rombovot ku jeroky.
Él no desarrolló.,Ha'e nomongakuaaikuri.
Vosotras razonasteis esos jornales de esta pieza.,Peẽ pejepy'amongetakuri umi tepykuekuéra ko kotygui.
Ellas no disponían.,Ha'ekuéra nomoĩrimi.
Él no tomaba hasta aquel poblado.,Ha'e ndopo'oimi ako táva peve.
Vos no manejaste aquella línea.,Nde napemboguataikuri amo tysýi.
Él pensaba.,Ha'e oñeimo'ãmi.
Yo no ponía.,Che namohendaimi.
Vos significaste.,Nde pe‘esekuri.
Ellos no cumplían estas tomas.,Ha'ekuéra nomboajeimi ko'ã ñemokõnguéra.
Ella no pensará vuestra oradora a esta cuesta.,Ha'e nopy'amongetait pende jejuru'óva ko yvypu'ãme.
Ellos unirán.,Ha'ekuéra ombojoajut.
Él lleva.,Ha'e oraha.
Él entrevista.,Ha'e oñomongeta.
Tú no perderás.,Nde naperokañyit.
Nosotros hacíamos para nuestras ventajas.,Ñande jajapomi ore changuikuéra g̃uarã.
Yo no reconozco.,Che ndakuaai.
Ellas no felicitaban con vuestra cohesión.,Ha'ekuéra ndorohoryimi pende joapy ndive.
Ella no hunde.,Ha'e nomoñapymiri.
Ellas pugnaban.,Ha'ekuéra oñorairõmi.
Tú no niegas.,Nde napembotovei.
Yo ahondaba.,Che ambohypy'ũmi.
Ella no rodea.,Ha'e nombojerei.
Nosotras salimos.,Ore rosẽkuri.
Nosotras salimos.,Ore rosẽ.
Vos limitas.,Nde peja.
Vosotros no proclamaréis vuestra terminación.,Peẽ ndapeguerosapukáirit pene ñemomba.
Él multiplicaba.,Ha'e ombohetavemi.
Vosotras no sonaréis.,Peẽ ndapegualalait.
Nosotras leeremos.,Ñande ñamoñe'ẽt.
Él no limitará aquellas ciudadanas.,Ha'e nomboapýrait umi tavayguakuéra.
Tú no coincidirás.,Nde napeñe'ẽjojait.
Vos no volvías.,Nde ndapejevyimi.
Vosotros hablabais.,Peẽ peñemongetami.
Ellas no llegan.,Ha'ekuéra noguahẽi.
Ellos pusieron las reses.,Omohendakuri mymbakuéra hikuái.
Yo reflejaba.,Che ajajáimi.
Vosotras no reconocíais aquellos compromisos.,Peẽ ndapekuaaimi umi poroapytĩnguéra.
Vosotras tomaréis.,Peẽ pepo'ot.
Yo no reducía.,Che namombykyimi.
Yo vendré en el gráfico.,Che aut ha'angahaipe.
Vosotros no cumplíais.,Peẽ napemboajeimi.
Vosotras parabais.,Peẽ pejokomi.
Él no cruzó.,Ha'e nombojuasaikuri.
Tú no pagas nuestro mandatario.,Nde napemyengoviai ñane mburuvicha.
Nosotros acogeremos.,Ore romoguahẽt.
Ellos envasaban las seguridades.,Oñoñami kyhyje'ỹnguéra hikuái.
Él transitó.,Ha'e oguatakuri.
Vosotros no privaréis.,Peẽ ndapepe'ait.
Ella sumaba.,Ha'e opapami.
Ellos no entregaron.,Ha'ekuéra nombohasaikuri.
Yo prosigo.,Che ajapove.
Ella insistía.,Ha'e otu'umi.
Ellos tendían.,Ha'ekuéra omosaingomi.
Vos no beneficiabas.,Nde ndapepojopyimi.
Nosotros no deshicimos nuestro hongo.,Ore ndoroharaikuri ñande urupe.
Ellos no persistirán.,Ndotu'uit hikuái.
Tú no progresarás.,Nde napepu'ãit.
Vosotras no sujetabais.,Peẽ napemombytaimi.
Ella no dirigía.,Ha'e nosãmbyhyimi.
Vosotros lamentaréis por este producto.,Peẽ perombyasyt ko tembiapokuere.
Ellas cabecean.,Ha'ekuéra oakãmbovava.
Vosotros persistíais.,Peẽ petu'umi.
Vos aprehendías esos morteros.,Nde pepyhymi umi angu'akuéra.
Yo no encajaba.,Che nakuapytĩrimi.
Yo no establecí para el arreglo.,Che namohendaikuri myatyrõ g̃uarã.
Yo no ataqué esta vitalidad.,Che narairõikuri ko tesãi.
Yo no borraba esa payasada.,Che namboje'oimi upe porombopukaha.
Yo obraba.,Che akakami.
Vosotras encontrasteis.,Peẽ pejuhukuri.
Ellas estudian nuestra melancolía a los oros.,Ha'ekuéra oñemoarandu ñane angata itajukuérape.
Nosotros acercamos.,Ñande jarojakuri.
Nosotros acercamos.,Ñande ñamoaguĩ.
Él no trasladará vuestra amiga.,Ha'e nombovait pene angírũ.
Él no encajará.,Ha'e nokuapytĩrit.
Vosotras no precisasteis.,Peẽ napekotevẽikuri.
Ellas no hablaban.,Ha'ekuéra noñe'ẽimi.
Ella enlazó.,Ha'e omosãkuri.
Vosotros no dependeréis por vuestros pilares.,Peẽ napesaingoit pende okytakuérare.
Tú no portabas.,Nde ndaperuimi.
Él preservaba esos manantiales.,Ha'e oñongatumi umi yvukuéra.
Ella no disponía aquellos viejos.,Ha'e nomoĩrimi umi lepijukuéra.
Nosotras valimos.,Ñande javalekuri.
Él entenderá.,Ha'e okuaat.
Ella despotricará.,Ha'e ojejuru'ot.
Vosotros moríais.,Peẽ pemanomi.
Ellas limitarán de estos silbatos.,Ojat turuñe'ẽhakuéragui turuñe'ẽhakuéraguihikuái ã.
Ellas actúan.,Omba'apo hikuái.
Vos guías esos tiempos en los silbatos.,Nde pemboguata umi árakuéra turuñe'ẽhakuérape.
Ellos bromean.,Ha'ekuéra oñembohory.
Nosotros no referiremos vuestra cocina.,Ore ndorokuaaukait pende tataypy.
Vosotras insistís.,Peẽ petu'u.
Tú no tuviste con el saqueo.,Nde ndaperekoikuri mondandi.
Él arreglará estas violencias.,Ha'e omyatyrõt ã rairõnguéra.
Yo no orienté nuestra marcha a esta palabra.,Che nambohapeikuri ore jeguata ko ñe'ẽnguepe.
Tú colmarás nuestra infanta.,Nde pembochovit ore mitã.
Nosotras llevaremos.,Ore rorahat.
Ella escapa.,Ha'e otutu.
Tú mantienes aquel subsidio.,Nde pemongaru ako pytyvõ.
Vosotros privabais.,Peẽ pepe'ami.
Él no movilizará.,Ha'e nomongu'eit.
