las reservas , ñongatupykuéra
en la necesidad , kotevẽmby _pe
de ,de
inminente ,inminente
reforma ,ñemyatyrõ
de ,de
la ,la
de ,de
para ,ojoko *
una mayor integración ,una integración kakuaa
social ,jojapy
de los trabajadores inmigrantes , mba'apohakuéra inmigrantes _gui
hay ,oĩ *
la llegada , guahẽ
y ,ha
la estancia para , estancia ojoko *
la integración , integración
y ,ha
la mayor dignidad para , marangatukue kakuaave ojoko *
vienen ,ohua'ĩ *
dijo el presidente autonómico ,ho'ytakuri *  mburuvicha autonómico
el ministro , ministro
portavoz ,portavoz
de ,de
destacó ,destacó
como ,ha'u *
anuncio ,marandu
de ,de
gran ,gran
trascendencia ,trascendencia
para ,opyta *
de la presentación , presentación _gua
de ,de
en las próximas semanas , arapokõindykuéra kyta'i _pe
la escasez , pokã
de ,de
agua ,y
es ,oha'e *
un problema ,un problema
serio en el contexto nacional ,serio  contexto nacional _pe
resaltó ,ombokuaavekuri *
la coincidencia , coincidencia
líneas ,líneas
generales ,pavẽ
los gobiernos , porukáikuéra
central ,apytere
y ,ha
autonómico ,autonómico
para ,opyta *
la integración , integración
de los inmigrantes , inmigrantes _gua
de ,de
autorizó ,autorizó
hoy ,ko'ára
la ,la
firma de un convenio ,firma un oñoñe'ẽ _gui
de ,de
cooperación ,pytyvõ
y ,ha
asistencia ,asistencia
materia ,mba'e
de ,de
protección ,ñangareko
civil ,civil
la ,la
de ,de
para ,ojoko *
la prevención , prevención
de ,de
catástrofes ,catástrofes
y ,ha
la asistencia mutua , asistencia mutua
situaciones ,situaciones
de ,de
emergencia ,emergencia
causas ,ypykuéra
naturales ,naturales
o ,térã
tecnológicas ,tecnológicas
la cooperación , mínga
comprenderá ,okuaat *
actividades ,actividades
como el intercambio ,ha'u *  intercambio
de ,de
técnicos ,técnicos
y ,ha
científicos ,científicos
y ,ha
de ,de
información ,momarandu
y ,ha
tecnología ,tecnología
objeto ,mba'e
de ,de
la capacidad , ha'eve
de ,de
previsión ,previsión
y ,ha
prevención ,prevención
de ,de
catástrofes ,catástrofes
propone ,propone
mecanismos ,mecanismos
oficiales ,oficiales
para ,ojoko *
intercambio ,intercambio
eficaz ,katupyry
de ,de
información ,momarandu
sobre ,sobre
catástrofes ,catástrofes
naturales ,naturales
o ,térã
tecnológicas ,tecnológicas
uno de los dos ,ambojuaju *  dos _gua
países ,tetãnguéra
así ,apyhykuri *
como la realización ,akaru *  realización
de ,de
publicaciones ,porombokuaapykuéra
e ,ha
informes ,informes
conjuntos ,conjuntos
refiere a la prestación ,okuaauka *  prestación _pe
de ,de
asistencia ,asistencia
dotación ,dotación
de los equipos , equipos _gua
de ,de
asistencia ,asistencia
y ,ha
el paso , pyrũ
de ,de
por las fronteras , fronteras _re
las ,las
dos ,dos
abren una nueva época ,opevu * una ára pyahu
de ,de
coexistencia ,coexistencia
pacífica ,py'aguapy
con las reuniones , atyhakuéra _ndi
sus líderes celebrarán la próxima semana ,i_ líderes orohoryt *  arapokõindy kyta'i
las primeras , primeras
la península quedó , yvyakua opytakuri *
a el final , apy _pe
de ,de
la ,la
dos ,dos
días ,árakuéra
de el histórico acontecimiento , tembiasa histórico _gua
ha ,oime *
corresponsales ,corresponsales
de ,de
países ,tetãnguéra
la capital de , de capital
no lanza las campanas a el vuelo ,nopoiri *  campanas  veve _pe
no ,no
esperan ,ojerovia *
resultados ,tembiapokuekuéra
inmediatos ,inmediatos
a una reunificación rápida ,una reunificación kyre'ỹ _pe
como la de ,añemboapyte *  de
la caída , je'a
de el muro , ogyke _gua
de ,de
embargo ,embargo
exhala ,exhala
optimismo ,optimismo
todo ,todo
un éxito ,un éxito
años ,arajerekuéra
de ,de
rencillas ,rencillas
militares ,militares
y ,ha
amenazas ,amenazas
invasoras ,jasurúva
en la frontera , frontera _pe
más ,más
de el planeta , planeta _gua
los países vecinos , tetãnguéra vecinos
consentido ,consentido
un simple diálogo ,un ñomongeta año
de ,de
hermanos ,joyke'ykuéra
el enigmático personaje , personaje enigmático
en la sombra , mo'ãha _pe
dirige ,osãmbyhy *
de ,de
el último reducto , reducto último
estalinista ,estalinista
mundial ,mundial
y ,ha
el presidente , mburuvicha
de la capitalista , capitalista _gui
de ,de
celebrarán ,oropurahéit *
de ,de
a el miércoles , miércoles _pe
reuniones ,ñemono'õnguéra
una de ,una de
solitario ,ha'eño
con la presencia , presencia _ndi
de los taquígrafos , taquígrafos _gua
consecuente ,consecuente
con el programa , programa _ndi
ha ,oĩ *
hecho ,jehupyre
de la reunificación coreana , reunificación coreana _gua
el núcleo , núcleo
de su política ,ij_ política _gua
el veterano , veterano
ha ,oime *
la cumbre , tu'ã
de un nuevo capítulo ,un capítulo pyahu _gua
en la historia , tembiasakue _pe
de los dos , dos _gui
países ,tetãnguéra
no olvida ,no olvida
hay ,oime *
ser ,ser
prudentes ,akãguapy
el encuentro , juaju
sí ,sí
pretende ,opota *
las relaciones , jokuaakuéra
de el pasado , pasado _gua
las ,las
una parte rechazó ,una pehẽngue ombojevykuri *
la ,la
como ,ha'u *
interlocutora ,interlocutora
será un cambio significativo ,oha'et * un ñembyekovia significativo
el diálogo , ñemongeta
fondo ,rugua
afirmó el estadista ,afirmó  estadista
el contenido , contenido
de la agenda , agenda _gua
de los dos , dos _gua
no ,no
publicó ,okuaaukakuri *
razones ,kuaahakuéra
de ,de
seguridad ,kyhyje'ỹ
nacional ,nacional
fuentes ,yvukuéra
surcoreanas ,surcoreanas
dijeron ,ho'ytakuri *
sería ,sería
natural ,natural
de todo lo ,todo lo _gua
más ,más
de ,de
medio ,mbytere
siglo ,siglo
no ,no
ha ,oĩ *
desde las tensiones militares , pyatãnguéra militares guive
hasta las separaciones familiares , juejakuéra familiares meve
forzosas ,forzosas
y ,ha
la ayuda económica , pytyvõ económica
el viceministro surcoreano , viceministro surcoreano
de ,de
quiere ,opota *
su cooperación económica ,i_ mínga económica
a el asunto , asunto _pe
de los núcleos familiares , núcleos familiares _gua
rotos ,rotos
por la división , ja'opy rupi
de la península , yvyakua _gua
dos ,dos
países ,tetãnguéra
de ,de
el líder , líder
de la oposición , ñembohovái _gui
rival ,ombohováiva
de el presidente , mburuvicha _gui
en las elecciones , tembiporavokuéra _pe
de ,de
pidió ,ojerurekuri *
andar ,guata
pies ,pykuéra
de ,de
plomo ,plomo
para ,omombyta *
no ,no
la seguridad nacional , kyhyje'ỹ nacional
y ,ha
opuso ,opuso
la ,la
exigencia ,exigencia
norcoreana ,norcoreana
de ,de
el contingente militar , contingente militar
estadounidense ,estadounidense
de ,de
la cooperación para , pytyvõ opyta *
de ,de
debe ,debe
condición ,condición
de ,de
su destino ,i_ poravi
no ,no
manos ,avatisokakuéra
militares ,militares
subrayó ,subrayó
dirigente ,dirigente
de ,de
ha ,oĩ *
el viaje , jeguata
sorpresa ,sorpresa
hizo la semana ,omba'apokuri *  arapokõindy
pasada ,jehasa
el dirigente norcoreano , myenondehára norcoreano
uno de los escasos aliados ,ambojoja *  aliados pokã _gui
tiene ese país ,oreko * upe tetã
y ,ha
ha ,oĩ *
como un paso más ,ha'u * un más paso
para ,ojoko *
la cumbre , tu'ã
ser ,ser
con un éxito ,un éxito ndive
optimismo ,optimismo
surcoreano ,surcoreano
ha ,oime *
el respaldo expreso , jekoha expreso
dado ,dado
a el acontecimiento , tembiasa _pe
por el presidente , mburuvicha rupi
de ,de
y ,ha
el viceprimer ministro , ministro viceprimer
de ,de
ocasión ,ja
de el funeral , funeral _gua
de el primer ministro , ministro primer _gui
japonés ,japonés
de ,de
dio su compromiso ,ombojárakuri * i_ poroapytĩ
las reuniones , atykuéra
de los máximos dirigentes , máximos dirigentes _gua
coreanos ,coreanos
producirán ,omoheñóit *
medio ,mbytere
de ,de
nuevas ,pyahu
calamidades ,calamidades
meteorológicas ,meteorológicas
estos días ,ã árakuéra
las ,las
el país sufre una nueva sequía , tetã orasy * una y'ỹ pyahu
ha ,oĩ *
su producción ,iñ_ producción
de ,de
cereales ,cereales
la ,la
varias organizaciones humanitarias ,varias organizaciones humanitarias
internacionales ,internacionales
y ,ha
el propio , propio
de ,de
enviaron ,ojokuáikuri *
alimentos ,je'upykuéra
para ,omombyta *
la hambruna , hambruna
padece la población norcoreana ,padece  táva norcoreana
víctima ,víctima
de la mala gestión , gestión cha'ĩ _gua
económica ,económica
de ese país ,ku tetã _gua
y ,ha
de las inclemencias , inclemencias _gua
de el clima , clima _gui
el alemán , alemán
medalla ,medalla
de ,de
oro ,itaju
de ,de
metros ,ta'ãhakuéra
los ,los
de ,de
volverá ,ojevyt *
este domingo ,ko domingo
meses ,jasykuéra
de ,de
sanción ,jepy
dopaje ,dopaje
pesar ,mbyasy
de ,de
el suspense , suspense
sobre ,sobre
caso de el dentífrico ,amomenda *  dentífrico _gui
la ,la
de ,de
la ,la
de ,de
dio ,ome'ẽkuri *
luz ,mba'erendy
verde ,peky
hoy ,ko'ára
viernes ,viernes
a su vuelta ,i_ ñembojevy _pe
a los estadios , estadios _pe
materializará con su participación ,materializará i_ ñemomarandu ndive
en el mitin , amandaje _pe
de ,de
saldrá con el dorsal número ,osẽt *  número dorsal _ndi
es la decisión lógica ,oha'e *  decisión lógica
resultante ,osẽva
de la situación , situación _gua
de los indicios , techaukahakuéra _gui
manifestó ,ho'ytakuri *
horas ,horas
de ,de
el veredicto federativo , veredicto federativo
el fallo , fallo
de ,de
la comisión jurídica supone un capítulo , comisión jurídica supone un capítulo
más ,más
en un caso ,un caso _pe
asemeja una novela policiaca ,asemeja una novela policiaca
intervienen ,oñemoinge *
conspiraciones ,ñepu'ãnguéra
criminales ,criminales
o ,térã
manipulación ,manipulación
de ,de
pasta ,pasta
de ,de
dientes ,tãinguéra
embargo ,embargo
la reincorporación , reincorporación
de ,de
como ,ajepy'ajoko *
máxima ,tuichaiteve
estrella de el mitin ,estrella  amandaje _gui
de ,de
el domingo no pone , domingo nomohendai *
punto ,punto
final ,paha
a su lucha contra ,i_ ñombohovái contra _pe
la sanción , ñembohepy
puesto ,koty'i
para ,omombyta *
es ,oha'e *
necesaria ,ñeikotevẽva
la ratificación , ratificación
de la instancia superior , instancia porãve _gua
internacional ,internacional
la ,la
el caso , caso
empezó el otoño ,oñepyrũkuri *  otoño
pasado ,pasado
positivo ,positivo
de ,de
dos ,dos
controles ,controles
consecutivos ,consecutivos
en sendos entrenamientos ,sendos entrenamientos _pe
de ,de
octubre ,octubre
y ,ha
noviembre ,noviembre
de ,de
el afectado ha , afectado oime *
jurado ,jurado
es ,oha'e *
inocente ,py'apotĩ
y ,ha
cree ,orovia *
ha ,oime *
víctima ,víctima
de una conspiración ,una ñepu'ã _gua
con el propósito , tembireka _ndi
de ,de
su futuro ,i_ tenonderã
y ,ha
su reputación ,i_ terakuã
de ,de
atleta ,atleta
limpio ,potĩ
en su intento ,iñ_ intento _pe
no ,no
dopó ,dopó
presentó ,oguerukuri *
denuncia ,mombe'u
contra ,contra
desconocidos ,desconocidos
como ,ajepy'ajoko *
cuerpo ,rete
de el delito , teko'avy _gui
varios tubos dentífricos ,varios tubos dentífricos
para ,ojoko *
positivo ,positivo
puso ,omohendakuri *
acción ,tembiapo
detectives ,detectives
y ,ha
presentó ,oguerukuri *
batalla ,ñorairõ
meses ,jasykuéra
los ,los
algunos medios ,algunos mbytekuéra
han ,oĩ *
tratado ,oñoñe'ẽ
de ,de
esquizofrénico ,esquizofrénico
afectado ,afectado
de ,de
manía ,manía
persecutoria ,persecutoria
la ,la
encargó un análisis de su vello púbico ,encargó un análisis i_ tagueky púbico _gua
con el objetivo , temimo'ã ndive
de ,de
de ,de
si ,si
fue ,ohokuri *
sujeto ,sujeto
pasivo ,pasivo
o ,térã
activo ,kyre'ỹ
de ese enrevesado caso ,pe caso javorái _gui
de ,de
dopaje ,dopaje
la ,la
parece ,ohi'ã *
cree ,ojerovia *
en la versión , versión _pe
de ,de
y ,ha
su fallo ,ij_ fallo
faculta ,faculta
para ,omombyta *
la salida , ñesẽ
el domingo , domingo
en un mitin ,un amandaje _pe
de ,de
espera ,ta'arõ
la calificación para , calificación opyta *
los ,los
de ,de
embargo ,embargo
para ,ojoko *
levante ,levante
la suspensión , suspensión
dos ,dos
años ,arajerekuéra
dictaminó ,dictaminó
hace ,omba'apo *
meses ,jasykuéra
debe ,debe
la ,la
y ,ha
su decisión podría ,ij_ decisión podría
varias semanas ,varias arapokõindykuéra
descarta ,ope'a *
el veredicto , veredicto
de la instancia internacional , instancia internacional _gua
contrario ,contrario
a los deseos , taryrýikuéra _pe
de ,de
como ,añemboapyte *
ocurrió ,ojehukuri *
la ,la
mantuvo la suspensión ,orekokuri *  suspensión
pesar ,py'apy
de ,de
haber ,haber
la ,la
a la espera , ñeha'arõ _me
de ,de
o ,térã
no ,no
el levantamiento , ñepu'ã
de la sanción , jepy _gui
la prueba , ha'ã
de ,de
confianza ,jerovia
hoy ,ko'ára
la ,la
germana ,germana
ha ,oĩ *
las primeras críticas , primeras críticas
la ex , ex
plusmarquista ,plusmarquista
mundial ,mundial
la ,la
suspendió ,suspendió
años ,arajerekuéra
y ,ha
sigue ,omoña *
contra ,contra
el dictamen , dictamen
calificó ,calificó
hoy ,ko'ára
de ,de
generosa ,jepome'ẽ
la decisión , decisión
de ,de
la ,la
chico ,michĩ
de ,de
oro ,itaju
como el presidente ,ajepy'ajoko *  mburuvicha
de ,de
la ,la
de el estado , teko _gua
de ,de
este ,kuarahysẽ
de ,de
ven en la resolución ,ven  tembiapoukapy _pe
un claro signo ,un techaukaha satĩ
de ,de
favoritismo ,favoritismo
este deportista occidental ,ko deportista occidental
frente ,syva
a la dureza , atãngue _pe
empleada ,tembiguái
para los casos ,omombyta *  casos
de ,de
dopaje ,dopaje
en la órbita , órbita _pe
de ,de
la ,la
extinta ,extinta
comunista ,comunista
el estadounidense , estadounidense
ganó en su debut ,ganó hi'_ debut _pe
y ,ha
ante ,ante
el checo , checo
y ,ha
en la conferencia , ñemoñe'ẽ _me
de ,de
prensa ,jopyha
posterior ,uperiregua
refirió a la postura ,okuaaukakuri *  mbo'a _pe
por los españoles , karaiñe'ẽnguéra rupi
y ,ha
a su juicio ,iñ_ apytu'ũ _me
ha ,oime *
como ,ajepy'ajoko *
niños ,niños
el torneo , ñembohovái
de el sistema , sistema _gui
de ,de
elección ,poravoha
de los cabezas , ruvichakuéra _gua
de ,de
serie ,tysýi
regresó ,ojerekuri *
hoy ,ko'ára
a la pista central , pypore apytere _pe
de ,de
su hogar ,i_ tataypy
en los últimos años , arajerekuéra últimos _pe
busca de su séptimo triunfo ,otypeka * i_ ñeguahẽ séptimo _gua
su victoria ,i_ victoria
el jugador estadounidense , ha'ãra estadounidense
busca ,busca
solitario ,añoite
el récord , récord
de ,de
títulos ,títulos
de ,de
comparte con el australiano ,comparte  australiano ndive
no pudo ,nokuaaikuri *
a la gran polémica , polémica gran _pe
y ,ha
ayer ,ayer
domingo ,domingo
abandonaron el torneo ,omotyre'ỹkuri *  ñembohovái
a la organización , organización _pe
una medida ,una ta'ã
precedentes ,precedentes
dejaron ,dejaron
ser ,ser
parte ,vo
tienen ,oreko *
la razón , kuaaha
por sus quejas ,i_ pyahẽnguéra _re
diplomático ,diplomático
en sus declaraciones ,i_ ñemombe'ukuéra _pe
no ,no
mordió la lengua ,osu'ukuri *  kũ
la conducta , teko
de los dos , dos _gui
han ,oĩ *
su postura ,i_ mbo'a
dignidad ,marangatukue
no ,no
haber ,haber
como ,añemboapyte *
cabezas ,ruvichakuéra
de ,de
serie ,tysýi
lo ,lo
hay ,oime *
es ,oha'e *
contra ,contra
la adversidad , adversidad
vez ,jey
de ,de
ser ,ser
como un niño ,añemboapyte * un mitã'i
y ,ha
casa ,óga
es ,oha'e *
decepcionante ,decepcionante
dijo ,ho'ytakuri *
no quiso ,noja'eikuri *
ver ,ver
en la actitud , actitud _pe
de los españoles , karaiñe'ẽnguéra _gui
estratagema ,estratagema
para ,opyta *
su juego ,i_ jaru
de ,de
tierra ,tetã
y ,ha
mejor ,porãve
la eliminatoria de , de eliminatoria
semifinales ,semifinales
de ,de
contra ,contra
de ,de
de ,de
julio ,julio
no ,no
no creo ,najapoi *
nada ,nada
ver ,ver
ellos tenían sus razones ,oguerekomi * i_ kuaahakuéra hikuái
las ,las
no han ,noimei *
pero ,jepéramo
es ,oha'e *
decepcionante ,decepcionante
porque ,ajeve
este ,kuarahyresẽ
es el torneo ,oha'e *  ñembohovái
más ,más
grande ,kakuaa
tenemos en el circuito ,roguereko *  circuito _pe
y ,ha
todo ,todo
el mundo , yvóra
lo ,lo
debería ,debería
dijo el estadounidense ,ho'ytakuri *  estadounidense
ante ,ante
la lógica alegría , tory lógica
de la prensa británica , jopyha británica _gua
hoy ,ko'ára
vituperó ,oroyrõkuri *
medida ,ta'ãha
y ,ha
su acción ,i_ tembiapo
de ,de
rebeldía ,rebeldía
y ,ha
cobardía ,py'amirĩ
a el mismo tiempo , ára ae _pe
apenas ,pepy'apy *
signos ,techaukahakuéra
de los problemas , problemas _gui
en la espalda , kupe _pe
afectaron en la pasada ,afectaron  jehasa _pe
semana ,arapokõindy
culminó su trabajo en una hora ,culminó i_ ñemba'apo una hora _pe
