achúrakuera,achúra,N,C,0,P,menudencias,menudencia,N,C,F,P
rekoavykuera,rekoavy,N,C,0,P,falibilidades,falibilidad,N,C,F,P
rekécho,rekécho,N,C,0,S,presa,presa,N,C,F,S
rekéchokuera,rekécho,N,C,0,P,presas,presa,N,C,F,P
rekécho,rekécho,N,C,0,S,adquisición,adquisición,N,C,F,S
rekéchokuera,rekécho,N,C,0,P,adquisiciones,adquisición,N,C,F,P
rembe,rembe,N,C,0,S,labio,labio,N,C,M,S
rembenguera,rembe,N,C,0,P,labios,labio,N,C,M,P
rembe,rembe,N,C,0,S,orilla,orilla,N,C,F,S
rembenguera,rembe,N,C,0,P,orillas,orilla,N,C,F,P
rembe'y,rembe'y,N,C,0,S,borde,borde,N,C,M,S
rembe'ynguera,rembe'y,N,C,0,P,bordes,borde,N,C,M,P
rembe'y,rembe'y,N,C,0,S,orilla,orilla,N,C,F,S
rembe'ynguera,rembe'y,N,C,0,P,orillas,orilla,N,C,F,P
rembe'y,rembe'y,N,C,0,S,ribera,ribera,N,C,F,S
rembe'ynguera,rembe'y,N,C,0,P,riberas,ribera,N,C,F,P
rembe'y,rembe'y,N,C,0,S,costa,costa,N,C,F,S
rembe'ynguera,rembe'y,N,C,0,P,costas,costa,N,C,F,P
rembe'y,rembe'y,N,C,0,S,playa,playa,N,C,F,S
rembe'ynguera,rembe'y,N,C,0,P,playas,playa,N,C,F,P
rembe'y,rembe'y,N,C,0,S,límite,límite,N,C,M,S
rembe'ynguera,rembe'y,N,C,0,P,límites,límite,N,C,M,P
rembe'y,rembe'y,N,C,0,S,confín,confín,N,C,M,S
rembe'ynguera,rembe'y,N,C,0,P,confines,confín,N,C,M,P
rembe'y,rembe'y,N,C,0,S,vera,vera,N,C,F,S
rembe'ynguera,rembe'y,N,C,0,P,veras,vera,N,C,F,P
rembe'y,rembe'y,N,C,0,S,litoral,litoral,N,C,M,S
rembe'ynguera,rembe'y,N,C,0,P,litorales,litoral,N,C,M,P
rembiasakue,rembiasakue,N,C,0,S,vida,vida,N,C,F,S
rembiasakuenguera,rembiasakue,N,C,0,P,vidas,vida,N,C,F,P
rembiasakuenguera,rembiasakue,N,C,0,P,aventuras,aventura,N,C,F,P
rembiayhu,rembiayhu,N,C,0,S,querida,querido,N,C,F,S
rembiayhunguera,rembiayhu,N,C,0,P,queridas,querido,N,C,F,P
rembiayhu,rembiayhu,N,C,0,S,querido,querido,N,C,M,S
rembiayhunguera,rembiayhu,N,C,0,P,queridos,querido,N,C,M,P
rembiayhu,rembiayhu,N,C,0,S,favorita,favorito,N,C,F,S
rembiayhunguera,rembiayhu,N,C,0,P,favoritas,favorito,N,C,F,P
rembiayhu,rembiayhu,N,C,0,S,favorito,favorito,N,C,M,S
rembiayhunguera,rembiayhu,N,C,0,P,favoritos,favorito,N,C,M,P
rembipota,rembipota,N,C,0,S,deseo,deseo,N,C,M,S
rembipotanguera,rembipota,N,C,0,P,deseos,deseo,N,C,M,P
rembipota,rembipota,N,C,0,S,intención,intención,N,C,F,S
rembipotanguera,rembipota,N,C,0,P,intenciones,intención,N,C,F,P
rembireko,rembireko,N,C,0,S,esposa,esposo,N,C,F,S
rembireko,rembireko,N,C,0,S,mujer,mujer,N,C,F,S
rembirekonguera,rembireko,N,C,0,P,mujeres,mujer,N,C,F,P
rembi'u,rembi'u,N,C,0,S,comida,comida,N,C,F,S
rembi'unguera,rembi'u,N,C,0,P,comidas,comida,N,C,F,P
remiandu,remiandu,N,C,0,S,sentimiento,sentimiento,N,C,M,S
remiandunguera,remiandu,N,C,0,P,sentimientos,sentimiento,N,C,M,P
remiarirõ,remiarirõ,N,C,0,S,nieta,nieto,N,C,F,S
remiarirõnguera,remiarirõ,N,C,0,P,nietas,nieto,N,C,F,P
remiarirõ,remiarirõ,N,C,0,S,nieto,nieto,N,C,M,S
remiarirõnguera,remiarirõ,N,C,0,P,nietos,nieto,N,C,M,P
remime'ẽ,remime'ẽ,N,C,0,S,don,don,N,C,M,S
remime'ẽnguera,remime'ẽ,N,C,0,P,dones,don,N,C,M,P
remime'ẽ,remime'ẽ,N,C,0,S,doña,don,N,C,F,S
remime'ẽnguera,remime'ẽ,N,C,0,P,doñas,don,N,C,F,P
remime'ẽ,remime'ẽ,N,C,0,S,dádiva,dádiva,N,C,F,S
remime'ẽnguera,remime'ẽ,N,C,0,P,dádivas,dádiva,N,C,F,P
remime'ẽ,remime'ẽ,N,C,0,S,regalo,regalo,N,C,M,S
remime'ẽnguera,remime'ẽ,N,C,0,P,regalos,regalo,N,C,M,P
remitỹnguenguera,remitỹngue,N,C,0,P,hortalizas,hortaliza,N,C,F,P
remitỹnguenguera,remitỹngue,N,C,0,P,verduras,verdura,N,C,F,P
remitỹngue,remitỹngue,N,C,0,S,cosecha,cosecha,N,C,F,S
remitỹnguenguera,remitỹngue,N,C,0,P,cosechas,cosecha,N,C,F,P
remói,remói,N,C,0,S,picazón,picazón,N,C,F,S
remóinguera,remói,N,C,0,P,picazones,picazón,N,C,F,P
remói,remói,N,C,0,S,comezón,comezón,N,C,F,S
remóinguera,remói,N,C,0,P,comezones,comezón,N,C,F,P
remói,remói,N,C,0,S,escozor,escozor,N,C,M,S
remóinguera,remói,N,C,0,P,escozores,escozor,N,C,M,P
renonde,renonde,N,C,0,S,frente,frente,N,C,C,S
renondenguera,renonde,N,C,0,P,frentes,frente,N,C,C,P
renondenguera,renonde,N,C,0,P,faces,faz,N,C,F,P
renonde,renonde,N,C,0,S,faz,faz,N,C,F,S
"renymy'ã,_renypy'ã","renymy'ã,_renypy'ã",N,C,0,S,rodilla,rodilla,N,C,F,S
"renymy'ã,_renypy'ãnguera","renymy'ã,_renypy'ã",N,C,0,P,rodillas,rodilla,N,C,F,P
repy,repy,N,C,0,S,precio,precio,N,C,M,S
repykuera,repy,N,C,0,P,precios,precio,N,C,M,P
repy,repy,N,C,0,S,costo,costo,N,C,M,S
repykuera,repy,N,C,0,P,costos,costo,N,C,M,P
rerovaha,rerovaha,N,C,0,S,transmisor,transmisor,N,C,M,S
rerovaha,rerovaha,N,C,0,S,transmisora,transmisor,N,C,F,S
rerovahakuera,rerovaha,N,C,0,P,transmisoras,transmisor,N,C,F,P
rerovahakuera,rerovaha,N,C,0,P,transmisores,transmisor,N,C,M,P
resa,resa,N,C,0,S,vista,vista,N,C,F,S
resakuera,resa,N,C,0,P,vistas,vista,N,C,F,P
resa,resa,N,C,0,S,grano,grano,N,C,M,S
resakuera,resa,N,C,0,P,granos,grano,N,C,M,P
resake,resake,N,C,0,S,somnolencia,somnolencia,N,C,F,S
resakekuera,resake,N,C,0,P,somnolencias,somnolencia,N,C,F,P
resakuaguyry,resakuaguyry,N,C,0,S,mareo,mareo,N,C,M,S
resakuaguyrykuera,resakuaguyry,N,C,0,P,mareos,mareo,N,C,M,P
resakuaguyry,resakuaguyry,N,C,0,S,vahído,vahído,N,C,M,S
resakuaguyrykuera,resakuaguyry,N,C,0,P,vahídos,vahído,N,C,M,P
resakuaguyry,resakuaguyry,N,C,0,S,vértigo,vértigo,N,C,M,S
resakuaguyrykuera,resakuaguyry,N,C,0,P,vértigos,vértigo,N,C,M,P
resapirĩ,resapirĩ,N,C,0,S,pestañeo,pestañeo,N,C,M,S
resapirĩkuera,resapirĩ,N,C,0,P,pestañeos,pestañeo,N,C,M,P
reta,reta,N,C,0,S,abundancia,abundancia,N,C,F,S
retakuera,reta,N,C,0,P,abundancias,abundancia,N,C,F,P
rete,rete,N,C,0,S,cuerpo,cuerpo,N,C,M,S
retekuera,rete,N,C,0,P,cuerpos,cuerpo,N,C,M,P
retia'e,retia'e,N,C,0,S,alegría,alegría,N,C,F,S
retia'ekuera,retia'e,N,C,0,P,alegrías,alegría,N,C,F,P
retyma,retyma,N,C,0,S,pierna,pierna,N,C,F,S
retymanguera,retyma,N,C,0,P,piernas,pierna,N,C,F,P
reñói,reñói,N,C,0,S,brote,brote,N,C,M,S
reñóikuera,reñói,N,C,0,P,brotes,brote,N,C,M,P
riregua,riregua,N,C,0,S,sucesor,sucesor,N,C,M,S
riregua,riregua,N,C,0,S,sucesora,sucesor,N,C,F,S
rireguakuera,riregua,N,C,0,P,sucesoras,sucesor,N,C,F,P
rireguakuera,riregua,N,C,0,P,sucesores,sucesor,N,C,M,P
rokái,rokái,N,C,0,S,cerco,cerco,N,C,M,S
rokáikuera,rokái,N,C,0,P,cercos,cerco,N,C,M,P
rokái,rokái,N,C,0,S,corral,corral,N,C,M,S
rokáikuera,rokái,N,C,0,P,corrales,corral,N,C,M,P
rokái,rokái,N,C,0,S,palenque,palenque,N,C,M,S
rokáikuera,rokái,N,C,0,P,palenques,palenque,N,C,M,P
ropepi,ropepi,N,C,0,S,párpado,párpado,N,C,M,S
ropepikuera,ropepi,N,C,0,P,párpados,párpado,N,C,M,P
ropyta,ropyta,N,C,0,S,base,base,N,C,C,S
ropytakuera,ropyta,N,C,0,P,bases,base,N,C,C,P
ropyta,ropyta,N,C,0,S,trasero,trasero,N,C,M,S
ropytakuera,ropyta,N,C,0,P,traseros,trasero,N,C,M,P
rora,rora,N,C,0,S,salvado,salvado,N,C,M,S
rorakuera,rora,N,C,0,P,salvados,salvado,N,C,M,P
rorakue,rorakue,N,C,0,S,afrecho,afrecho,N,C,M,S
rorakuekuera,rorakue,N,C,0,P,afrechos,afrecho,N,C,M,P
rorakue,rorakue,N,C,0,S,salvado,salvado,N,C,M,S
rorakuekuera,rorakue,N,C,0,P,salvados,salvado,N,C,M,P
rovapete,rovapete,N,C,0,S,bofetada,bofetada,N,C,F,S
rovapetekuera,rovapete,N,C,0,P,bofetadas,bofetada,N,C,F,P
rovapete,rovapete,N,C,0,S,bofetón,bofetón,N,C,M,S
rovapetekuera,rovapete,N,C,0,P,bofetones,bofetón,N,C,M,P
rova'api,rova'api,N,C,0,S,reproche,reproche,N,C,M,S
rova'apikuera,rova'api,N,C,0,P,reproches,reproche,N,C,M,P
rovetã,rovetã,N,C,0,S,ventana,ventana,N,C,F,S
rovetãkuera,rovetã,N,C,0,P,ventanas,ventana,N,C,F,P
royrõ,royrõ,N,C,0,S,odio,odio,N,C,M,S
royrõkuera,royrõ,N,C,0,P,odios,odio,N,C,M,P
royrõ,royrõ,N,C,0,S,menosprecio,menosprecio,N,C,M,S
royrõkuera,royrõ,N,C,0,P,menosprecios,menosprecio,N,C,M,P
royrõ,royrõ,N,C,0,S,vituperio,vituperio,N,C,M,S
royrõkuera,royrõ,N,C,0,P,vituperios,vituperio,N,C,M,P
ro'y,ro'y,N,C,0,S,invierno,invierno,N,C,M,S
ro'ykuera,ro'y,N,C,0,P,inviernos,invierno,N,C,M,P
ro'yrypy'a,ro'yrypy'a,N,C,0,S,helada,helada,N,C,F,S
ro'yrypy'akuera,ro'yrypy'a,N,C,0,P,heladas,helada,N,C,F,P
ro'ysã,ro'ysã,N,C,0,S,fresco,fresco,N,C,M,S
ro'ysãkuera,ro'ysã,N,C,0,P,frescos,fresco,N,C,M,P
ru,ru,N,C,0,S,padre,padre,N,C,M,S
rukuera,ru,N,C,0,P,padres,padre,N,C,M,P
ru,ru,N,C,0,S,progenitor,progenitor,N,C,M,S
ru,ru,N,C,0,S,progenitora,progenitor,N,C,F,S
rukuera,ru,N,C,0,P,progenitoras,progenitor,N,C,F,P
rukuera,ru,N,C,0,P,progenitores,progenitor,N,C,M,P
"ruanga,_tuvanga","ruanga,_tuvanga",N,C,0,S,padrastro,padrastro,N,C,M,S
"ruanga,_tuvanganguera","ruanga,_tuvanga",N,C,0,P,padrastros,padrastro,N,C,M,P
"ruanga,_tuvanga","ruanga,_tuvanga",N,C,0,S,padrino,padrino,N,C,M,S
"ruanga,_tuvanganguera","ruanga,_tuvanga",N,C,0,P,padrinos,padrino,N,C,M,P
rugua,rugua,N,C,0,S,fondo,fondo,N,C,M,S
ruguakuera,rugua,N,C,0,P,fondos,fondo,N,C,M,P
rugua,rugua,N,C,0,S,rincón,rincón,N,C,M,S
ruguakuera,rugua,N,C,0,P,rincones,rincón,N,C,M,P
rugua,rugua,N,C,0,S,ángulo,ángulo,N,C,M,S
ruguakuera,rugua,N,C,0,P,ángulos,ángulo,N,C,M,P
rugua,rugua,N,C,0,S,hondura,hondura,N,C,F,S
ruguakuera,rugua,N,C,0,P,honduras,hondura,N,C,F,P
ruguái,ruguái,N,C,0,S,cola,cola,N,C,F,S
ruguáikuera,ruguái,N,C,0,P,colas,cola,N,C,F,P
ruguái,ruguái,N,C,0,S,rabo,rabo,N,C,M,S
ruguáikuera,ruguái,N,C,0,P,rabos,rabo,N,C,M,P
ruguái,ruguái,N,C,0,S,apéndice,apéndice,N,C,M,S
ruguáikuera,ruguái,N,C,0,P,apéndices,apéndice,N,C,M,P
rumby,rumby,N,C,0,S,cadera,cadera,N,C,F,S
rumbynguera,rumby,N,C,0,P,caderas,cadera,N,C,F,P
rumby,rumby,N,C,0,S,cintura,cintura,N,C,F,S
rumbynguera,rumby,N,C,0,P,cinturas,cintura,N,C,F,P
rumby,rumby,N,C,0,S,grupa,grupa,N,C,F,S
rumbynguera,rumby,N,C,0,P,grupas,grupa,N,C,F,P
rumby,rumby,N,C,0,S,nalga,nalga,N,C,F,S
rumbynguera,rumby,N,C,0,P,nalgas,nalga,N,C,F,P
rumby,rumby,N,C,0,S,anca,anca,N,C,F,S
rumbynguera,rumby,N,C,0,P,ancas,anca,N,C,F,P
rupa,rupa,N,C,0,S,cama,cama,N,C,F,S
rupakuera,rupa,N,C,0,P,camas,cama,N,C,F,P
rupa,rupa,N,C,0,S,lecho,lecho,N,C,M,S
rupakuera,rupa,N,C,0,P,lechos,lecho,N,C,M,P
rupi'a,rupi'a,N,C,0,S,huevo,huevo,N,C,M,S
rupi'akuera,rupi'a,N,C,0,P,huevos,huevo,N,C,M,P
ruru,ruru,N,C,0,S,hinchazón,hinchazón,N,C,F,S
rurukuera,ruru,N,C,0,P,hinchazones,hinchazón,N,C,F,P
ruru,ruru,N,C,0,S,inflamación,inflamación,N,C,F,S
rurukuera,ruru,N,C,0,P,inflamaciones,inflamación,N,C,F,P
ruru,ruru,N,C,0,S,tumefacción,tumefacción,N,C,F,S
rurukuera,ruru,N,C,0,P,tumefacciones,tumefacción,N,C,F,P
ruru,ruru,N,C,0,S,edema,edema,N,C,M,S
rurukuera,ruru,N,C,0,P,edemas,edema,N,C,M,P
ruvicha,ruvicha,N,C,0,S,jefa,jefe,N,C,F,S
ruvichakuera,ruvicha,N,C,0,P,jefas,jefe,N,C,F,P
ruvicha,ruvicha,N,C,0,S,jefe,jefe,N,C,C,S
ruvichakuera,ruvicha,N,C,0,P,jefes,jefe,N,C,C,P
ruvicha,ruvicha,N,C,0,S,superior,superior,N,C,M,S
ruvichakuera,ruvicha,N,C,0,P,superiores,superior,N,C,M,P
ruvicha,ruvicha,N,C,0,S,director,director,N,C,M,S
ruvicha,ruvicha,N,C,0,S,directora,director,N,C,F,S
ruvichakuera,ruvicha,N,C,0,P,directoras,director,N,C,F,P
ruvichakuera,ruvicha,N,C,0,P,directores,director,N,C,M,P
ruvicha,ruvicha,N,C,0,S,cabeza,cabeza,N,C,C,S
ruvichakuera,ruvicha,N,C,0,P,cabezas,cabeza,N,C,C,P
ru'ã,ru'ã,N,C,0,S,cima,cima,N,C,F,S
ru'ãkuera,ru'ã,N,C,0,P,cimas,cima,N,C,F,P
ru'ã,ru'ã,N,C,0,S,cumbre,cumbre,N,C,F,S
ru'ãkuera,ru'ã,N,C,0,P,cumbres,cumbre,N,C,F,P
ry,ry,N,C,0,S,líquida,líquido,N,C,F,S
rykuera,ry,N,C,0,P,líquidas,líquido,N,C,F,P
ry,ry,N,C,0,S,líquido,líquido,N,C,M,S
rykuera,ry,N,C,0,P,líquidos,líquido,N,C,M,P
ry,ry,N,C,0,S,río,río,N,C,M,S
rykuera,ry,N,C,0,P,ríos,río,N,C,M,P
ry,ry,N,C,0,S,corriente,corriente,N,C,F,S
rykuera,ry,N,C,0,P,corrientes,corriente,N,C,F,P
ry,ry,N,C,0,S,solución,solución,N,C,F,S
rykuera,ry,N,C,0,P,soluciones,solución,N,C,F,P
ry,ry,N,C,0,S,jugo,jugo,N,C,M,S
rykuera,ry,N,C,0,P,jugos,jugo,N,C,M,P
ry,ry,N,C,0,S,licor,licor,N,C,M,S
rykuera,ry,N,C,0,P,licores,licor,N,C,M,P
ryepy,ryepy,N,C,0,S,interior,interior,N,C,M,S
ryepykuera,ryepy,N,C,0,P,interiores,interior,N,C,M,P
ryguasu,ryguasu,N,C,0,S,gallina,gallina,N,C,F,S
ryguasukuera,ryguasu,N,C,0,P,gallinas,gallina,N,C,F,P
rypy'are'ẽ,rypy'are'ẽ,N,C,0,S,helado,helado,N,C,M,S
rypy'are'ẽkuera,rypy'are'ẽ,N,C,0,P,helados,helado,N,C,M,P
ryru,ryru,N,C,0,S,recipiente,recipiente,N,C,M,S
ryrukuera,ryru,N,C,0,P,recipientes,recipiente,N,C,M,P
ryru,ryru,N,C,0,S,vaina,vaina,N,C,F,S
ryrukuera,ryru,N,C,0,P,vainas,vaina,N,C,F,P
ryru,ryru,N,C,0,S,envase,envase,N,C,M,S
ryrukuera,ryru,N,C,0,P,envases,envase,N,C,M,P
ryru,ryru,N,C,0,S,vasija,vasija,N,C,F,S
ryrukuera,ryru,N,C,0,P,vasijas,vasija,N,C,F,P
ryru,ryru,N,C,0,S,caja,caja,N,C,F,S
ryrukuera,ryru,N,C,0,P,cajas,caja,N,C,F,P
ryru,ryru,N,C,0,S,balde,balde,N,C,M,S
ryrukuera,ryru,N,C,0,P,baldes,balde,N,C,M,P
ryru,ryru,N,C,0,S,tacho,tacho,N,C,M,S
ryrukuera,ryru,N,C,0,P,tachos,tacho,N,C,M,P
ryru,ryru,N,C,0,S,funda,funda,N,C,F,S
ryrukuera,ryru,N,C,0,P,fundas,funda,N,C,F,P
ryrýi,ryrýi,N,C,0,S,vibración,vibración,N,C,F,S
ryrýikuera,ryrýi,N,C,0,P,vibraciones,vibración,N,C,F,P
ryrýi,ryrýi,N,C,0,S,temblor,temblor,N,C,M,S
ryrýikuera,ryrýi,N,C,0,P,temblores,temblor,N,C,M,P
rysýi,rysýi,N,C,0,S,fila,fila,N,C,F,S
rysýikuera,rysýi,N,C,0,P,filas,fila,N,C,F,P
rysýi,rysýi,N,C,0,S,hilera,hilera,N,C,F,S
rysýikuera,rysýi,N,C,0,P,hileras,hilera,N,C,F,P
rysýi,rysýi,N,C,0,S,línea,línea,N,C,F,S
rysýikuera,rysýi,N,C,0,P,líneas,línea,N,C,F,P
ryvi,ryvi,N,C,0,S,fibra,fibra,N,C,F,S
ryvikuera,ryvi,N,C,0,P,fibras,fibra,N,C,F,P
rãi,rãi,N,C,0,S,diente,diente,N,C,M,S
rãikuera,rãi,N,C,0,P,dientes,diente,N,C,M,P
rãi,rãi,N,C,0,S,muela,muela,N,C,F,S
rãikuera,rãi,N,C,0,P,muelas,muela,N,C,F,P
rãimbíra,rãimbíra,N,C,0,S,encía,encía,N,C,F,S
rãimbíranguera,rãimbíra,N,C,0,P,encías,encía,N,C,F,P
réra,réra,N,C,0,S,nombre,nombre,N,C,M,S
rérakuera,réra,N,C,0,P,nombres,nombre,N,C,M,P
sa,sa,N,C,0,S,grano,grano,N,C,M,S
sakuera,sa,N,C,0,P,granos,grano,N,C,M,P
sa,sa,N,C,0,S,tamaño,tamaño,N,C,M,S
sakuera,sa,N,C,0,P,tamaños,tamaño,N,C,M,P
saite'oha,saite'oha,N,C,0,S,domador,domador,N,C,M,S
saite'oha,saite'oha,N,C,0,S,domadora,domador,N,C,F,S
saite'ohakuera,saite'oha,N,C,0,P,domadoras,domador,N,C,F,P
saite'ohakuera,saite'oha,N,C,0,P,domadores,domador,N,C,M,P
sakekuera,sake,N,C,0,P,palideces,palidez,N,C,F,P
sake,sake,N,C,0,S,palidez,palidez,N,C,F,S
sambo,sambo,N,C,0,S,tranco,tranco,N,C,M,S
sambonguera,sambo,N,C,0,P,trancos,tranco,N,C,M,P
sambo,sambo,N,C,0,S,zancada,zancada,N,C,F,S
sambonguera,sambo,N,C,0,P,zancadas,zancada,N,C,F,P
sapikua,sapikua,N,C,0,S,bolsa,bolsa,N,C,F,S
sapikuakuera,sapikua,N,C,0,P,bolsas,bolsa,N,C,F,P
sapile'u,sapile'u,N,C,0,S,legaña,legaña,N,C,F,S
sapile'ukuera,sapile'u,N,C,0,P,legañas,legaña,N,C,F,P
sapukaijoa,sapukaijoa,N,C,0,S,vocerío,vocerío,N,C,M,S
sapukaijoakuera,sapukaijoa,N,C,0,P,voceríos,vocerío,N,C,M,P
sapukái,sapukái,N,C,0,S,grito,grito,N,C,M,S
sapukáikuera,sapukái,N,C,0,P,gritos,grito,N,C,M,P
sapukái,sapukái,N,C,0,S,alarido,alarido,N,C,M,S
sapukáikuera,sapukái,N,C,0,P,alaridos,alarido,N,C,M,P
sapukái,sapukái,N,C,0,S,bulla,bulla,N,C,F,S
sapukáikuera,sapukái,N,C,0,P,bullas,bulla,N,C,F,P
sapukái,sapukái,N,C,0,S,clamor,clamor,N,C,M,S
sapukáikuera,sapukái,N,C,0,P,clamores,clamor,N,C,M,P
sapy'a,sapy'a,N,C,0,S,momento,momento,N,C,M,S
sapy'akuera,sapy'a,N,C,0,P,momentos,momento,N,C,M,P
sapy'a,sapy'a,N,C,0,S,instante,instante,N,C,M,S
sapy'akuera,sapy'a,N,C,0,P,instantes,instante,N,C,M,P
sapy'amigua,sapy'amigua,N,C,0,S,excepción,excepción,N,C,F,S
sapy'amiguanguera,sapy'amigua,N,C,0,P,excepciones,excepción,N,C,F,P
saraki,saraki,N,C,0,S,cabriola,cabriola,N,C,F,S
sarakikuera,saraki,N,C,0,P,cabriolas,cabriola,N,C,F,P
sarambi,sarambi,N,C,0,S,desorden,desorden,N,C,M,S
sarambinguera,sarambi,N,C,0,P,desórdenes,desorden,N,C,M,P
sarambi,sarambi,N,C,0,S,confusión,confusión,N,C,F,S
sarambinguera,sarambi,N,C,0,P,confusiones,confusión,N,C,F,P
sarambi,sarambi,N,C,0,S,zafarrancho,zafarrancho,N,C,M,S
sarambinguera,sarambi,N,C,0,P,zafarranchos,zafarrancho,N,C,M,P
sarambi,sarambi,N,C,0,S,trifulca,trifulca,N,C,F,S
sarambinguera,sarambi,N,C,0,P,trifulcas,trifulca,N,C,F,P
sarigue'oha,sarigue'oha,N,C,0,S,domador,domador,N,C,M,S
sarigue'oha,sarigue'oha,N,C,0,S,domadora,domador,N,C,F,S
sarigue'ohakuera,sarigue'oha,N,C,0,P,domadoras,domador,N,C,F,P
sarigue'ohakuera,sarigue'oha,N,C,0,P,domadores,domador,N,C,M,P
savaypo,savaypo,N,C,0,S,borrachera,borrachera,N,C,F,S
savaypokuera,savaypo,N,C,0,P,borracheras,borrachera,N,C,F,P
savi,savi,N,C,0,S,guiño,guiño,N,C,M,S
savikuera,savi,N,C,0,P,guiños,guiño,N,C,M,P
savã,savã,N,C,0,S,bizca,bizco,N,C,F,S
savãkuera,savã,N,C,0,P,bizcas,bizco,N,C,F,P
savã,savã,N,C,0,S,bizco,bizco,N,C,M,S
savãkuera,savã,N,C,0,P,bizcos,bizco,N,C,M,P
sayku,sayku,N,C,0,S,legaña,legaña,N,C,F,S
saykukuera,sayku,N,C,0,P,legañas,legaña,N,C,F,P
sa'iha,sa'iha,N,C,0,S,detalle,detalle,N,C,M,S
sa'ihakuera,sa'iha,N,C,0,P,detalles,detalle,N,C,M,P
sa'ikue,sa'ikue,N,C,0,S,nonada,nonada,N,C,F,S
sa'ikuekuera,sa'ikue,N,C,0,P,nonadas,nonada,N,C,F,P
sa'ikue,sa'ikue,N,C,0,S,menudencia,menudencia,N,C,F,S
sa'ikuekuera,sa'ikue,N,C,0,P,menudencias,menudencia,N,C,F,P
sa'ikue,sa'ikue,N,C,0,S,pormenor,pormenor,N,C,M,S
sa'ikuekuera,sa'ikue,N,C,0,P,pormenores,pormenor,N,C,M,P
sa'ikue,sa'ikue,N,C,0,S,insignificancia,insignificancia,N,C,F,S
sa'ikuekuera,sa'ikue,N,C,0,P,insignificancias,insignificancia,N,C,F,P
sa'ikuekuera,sa'ikue,N,C,0,P,pequeñeces,pequeñez,N,C,F,P
sa'ikue,sa'ikue,N,C,0,S,pequeñez,pequeñez,N,C,F,S
sevo'ikuera,sevo'i,N,C,0,P,lombrices,lombriz,N,C,F,P
sevo'i,sevo'i,N,C,0,S,lombriz,lombriz,N,C,F,S
sevo'i,sevo'i,N,C,0,S,verme,verme,N,C,M,S
sevo'ikuera,sevo'i,N,C,0,P,vermes,verme,N,C,M,P
sevo'i,sevo'i,N,C,0,S,gusano,gusano,N,C,M,S
sevo'ikuera,sevo'i,N,C,0,P,gusanos,gusano,N,C,M,P
soka,soka,N,C,0,S,pisón,pisón,N,C,M,S
sokakuera,soka,N,C,0,P,pisones,pisón,N,C,M,P
soka,soka,N,C,0,S,mazo,mazo,N,C,M,S
sokakuera,soka,N,C,0,P,mazos,mazo,N,C,M,P
soro,soro,N,C,0,S,rotura,rotura,N,C,F,S
sorokuera,soro,N,C,0,P,roturas,rotura,N,C,F,P
soro,soro,N,C,0,S,rajadura,rajadura,N,C,F,S
sorokuera,soro,N,C,0,P,rajaduras,rajadura,N,C,F,P
soso,soso,N,C,0,S,malestar,malestar,N,C,M,S
sosokuera,soso,N,C,0,P,malestares,malestar,N,C,M,P
soso,soso,N,C,0,S,fatiga,fatiga,N,C,F,S
sosokuera,soso,N,C,0,P,fatigas,fatiga,N,C,F,P
soso,soso,N,C,0,S,cansancio,cansancio,N,C,M,S
sosokuera,soso,N,C,0,P,cansancioos,cansancio,N,C,M,P
sosokuera,soso,N,C,0,P,cansancios,cansancio,N,C,M,P
so'ohesyha,so'ohesyha,N,C,0,S,asador,asador,N,C,M,S
so'ohesyhakuera,so'ohesyha,N,C,0,P,asadores,asador,N,C,M,P
so'ojosopy,so'ojosopy,N,C,0,S,cebolla,cebolla,N,C,F,S
so'ojosopykuera,so'ojosopy,N,C,0,P,cebollas,cebolla,N,C,F,P
so'ojosopykuera,so'ojosopy,N,C,0,P,arroces,arroz,N,C,M,P
so'ojosopy,so'ojosopy,N,C,0,S,arroz,arroz,N,C,M,S
so'ojosopy,so'ojosopy,N,C,0,S,orégano,orégano,N,C,M,S
so'ojosopykuera,so'ojosopy,N,C,0,P,oréganos,orégano,N,C,M,P
suinda,suinda,N,C,0,S,lechuza,lechuza,N,C,F,S
suindanguera,suinda,N,C,0,P,lechuzas,lechuza,N,C,F,P
suinda,suinda,N,C,0,S,mochuelo,mochuelo,N,C,M,S
suindanguera,suinda,N,C,0,P,mochuelos,mochuelo,N,C,M,P
susu,susu,N,C,0,S,temblor,temblor,N,C,M,S
susukuera,susu,N,C,0,P,temblores,temblor,N,C,M,P
susu'a,susu'a,N,C,0,S,furúnculo,furúnculo,N,C,M,S
susu'akuera,susu'a,N,C,0,P,furúnculos,furúnculo,N,C,M,P
susu'a,susu'a,N,C,0,S,grano,grano,N,C,M,S
susu'akuera,susu'a,N,C,0,P,granos,grano,N,C,M,P
susu'a,susu'a,N,C,0,S,absceso,absceso,N,C,M,S
susu'akuera,susu'a,N,C,0,P,abscesos,absceso,N,C,M,P
susu'a,susu'a,N,C,0,S,nacida,nacido,N,C,F,S
susu'akuera,susu'a,N,C,0,P,nacidas,nacido,N,C,F,P
susu'a,susu'a,N,C,0,S,nacido,nacido,N,C,M,S
susu'akuera,susu'a,N,C,0,P,nacidos,nacido,N,C,M,P
su'u,su'u,N,C,0,S,picadura,picadura,N,C,F,S
su'ukuera,su'u,N,C,0,P,picaduras,picadura,N,C,F,P
su'u,su'u,N,C,0,S,picotazo,picotazo,N,C,M,S
